customer_id,health_score,risk_segment,monthly_active_days,feature_adoption_rate_pct,avg_daily_session_mins,api_calls_count,export_reports_count,total_tickets_logged,avg_resolution_time_hrs,escalated_tickets_count,csat_score
CUST-105545,9.7,High Risk (Critical),8,13.0,21.0,62,34,3,38.7,0,2.0
CUST-105546,5.0,High Risk (Critical),9,36.9,17.3,69,25,5,54.2,0,1.0
CUST-105547,62.9,Medium Risk (Warning),18,68.6,99.0,119,38,1,13.6,0,4.0
CUST-105548,68.3,Medium Risk (Warning),15,89.5,105.2,109,19,2,4.1,0,5.0
CUST-105549,74.0,Low Risk (Healthy),28,88.7,68.2,95,13,2,23.3,0,3.5
CUST-105550,23.1,High Risk (Critical),14,37.5,21.8,79,38,1,70.3,0,1.0
CUST-105551,12.9,High Risk (Critical),9,43.0,5.3,147,8,3,16.3,1,2.0
CUST-105552,69.5,Medium Risk (Warning),24,55.1,87.7,72,20,0,0.0,0,3.5
CUST-105553,14.3,High Risk (Critical),9,23.3,7.4,79,30,2,69.6,0,2.0
CUST-105554,23.0,High Risk (Critical),12,38.6,4.1,97,43,3,37.0,0,2.0
CUST-105555,78.0,Low Risk (Healthy),22,84.7,26.6,84,9,1,21.8,0,5.0
CUST-105556,84.1,Low Risk (Healthy),29,67.4,43.8,2452,12,1,6.6,0,5.0
CUST-105557,57.0,Medium Risk (Warning),16,68.1,70.1,16,38,1,14.3,0,3.5
CUST-105558,16.0,High Risk (Critical),12,43.3,20.6,93,4,4,45.0,1,2.0
CUST-105559,66.6,Medium Risk (Warning),16,80.9,31.9,1499,21,0,0.0,0,3.5
CUST-105560,62.7,Medium Risk (Warning),23,57.5,101.4,6084,32,1,17.7,0,3.5
CUST-105561,81.7,Low Risk (Healthy),26,72.2,41.4,703,11,1,5.3,0,5.0
CUST-105562,5.0,High Risk (Critical),3,10.1,4.8,17,37,2,25.6,1,2.0
CUST-105563,69.9,Medium Risk (Warning),19,78.6,102.3,8,24,0,0.0,0,3.5
CUST-105564,69.7,Medium Risk (Warning),22,72.8,58.0,79,43,1,11.8,0,4.0
CUST-105565,74.2,Low Risk (Healthy),27,57.4,28.8,129,41,0,0.0,0,3.5
CUST-105566,9.0,High Risk (Critical),7,39.7,21.4,102,23,3,17.6,1,2.0
CUST-105567,60.6,Medium Risk (Warning),18,52.0,87.1,3309,1,0,0.0,0,3.5
CUST-105568,66.8,Medium Risk (Warning),19,68.1,56.7,130,19,0,0.0,0,3.5
CUST-105569,51.0,Medium Risk (Warning),27,51.7,68.6,1714,30,5,11.7,0,3.5
CUST-105570,5.0,High Risk (Critical),2,20.2,18.2,77,37,3,61.2,1,3.0
CUST-105571,27.1,High Risk (Critical),14,44.7,15.8,124,18,2,23.6,0,1.0
CUST-105572,12.9,High Risk (Critical),10,40.0,15.8,145,40,2,51.7,1,2.0
CUST-105573,13.9,High Risk (Critical),1,36.7,4.9,17,37,1,19.6,1,3.0
CUST-105574,75.0,Low Risk (Healthy),21,87.7,63.1,2397,4,2,10.5,0,5.0
CUST-105575,69.4,Medium Risk (Warning),20,82.5,102.4,93,10,1,16.0,0,4.0
CUST-105576,18.8,High Risk (Critical),12,16.4,17.3,90,36,3,65.1,0,3.0
CUST-105577,20.9,High Risk (Critical),4,43.4,14.0,132,27,1,43.3,0,2.0
CUST-105578,12.5,High Risk (Critical),9,33.0,14.9,145,4,2,59.5,0,1.0
CUST-105579,46.6,Medium Risk (Warning),11,36.6,18.3,4,9,0,0.0,0,3.5
CUST-105580,37.1,High Risk (Critical),6,27.0,16.7,140,26,0,0.0,0,3.5
CUST-105581,18.1,High Risk (Critical),12,30.5,21.6,107,22,3,50.2,1,3.0
CUST-105582,75.6,Low Risk (Healthy),28,62.7,73.1,2485,1,2,20.3,0,5.0
CUST-105583,25.2,High Risk (Critical),2,38.9,4.4,57,34,1,25.4,0,3.0
CUST-105584,71.2,Low Risk (Healthy),21,81.0,33.1,1820,34,1,8.7,0,4.0
CUST-105585,14.0,High Risk (Critical),12,16.8,20.9,15,7,2,65.7,1,3.0
CUST-105586,67.7,Medium Risk (Warning),17,80.1,52.2,67,24,0,0.0,0,3.5
CUST-105587,75.2,Low Risk (Healthy),23,78.6,59.3,96,36,0,0.0,0,3.5
CUST-105588,36.5,High Risk (Critical),11,37.8,8.5,113,18,1,28.2,0,3.0
CUST-105589,8.5,High Risk (Critical),13,24.0,9.1,60,22,4,48.4,0,1.0
CUST-105590,7.6,High Risk (Critical),6,17.0,11.8,74,12,1,60.3,0,1.0
CUST-105591,5.0,High Risk (Critical),2,37.9,10.2,20,10,2,52.5,1,2.0
CUST-105592,71.5,Low Risk (Healthy),22,63.0,98.4,2460,23,1,21.7,0,5.0
CUST-105593,83.4,Low Risk (Healthy),27,74.4,55.7,101,37,1,7.5,0,5.0
CUST-105594,36.1,High Risk (Critical),13,39.8,20.1,82,26,1,57.7,0,3.0
CUST-105595,6.1,High Risk (Critical),9,25.5,12.4,88,42,4,28.3,0,1.0
CUST-105596,70.5,Low Risk (Healthy),17,89.4,88.5,2920,5,0,0.0,0,3.5
CUST-105597,69.8,Medium Risk (Warning),16,91.6,28.8,52,7,0,0.0,0,3.5
CUST-105598,9.3,High Risk (Critical),5,20.1,20.8,88,6,2,59.2,0,2.0
CUST-105599,79.8,Low Risk (Healthy),29,67.0,97.9,2447,8,0,0.0,0,3.5
CUST-105600,5.0,High Risk (Critical),8,16.9,18.7,127,11,2,38.1,1,2.0
CUST-105601,48.0,Medium Risk (Warning),14,27.9,4.1,130,29,0,0.0,0,3.5
CUST-105602,7.0,High Risk (Critical),10,13.1,21.5,21,43,2,65.9,0,1.0
CUST-105603,20.8,High Risk (Critical),9,20.3,20.2,96,34,2,58.4,0,3.0
CUST-105604,5.7,High Risk (Critical),5,21.9,16.4,8,25,4,28.0,0,2.0
CUST-105605,79.2,Low Risk (Healthy),24,87.5,40.0,30,33,0,0.0,0,3.5
CUST-105606,67.1,Medium Risk (Warning),16,91.4,26.5,43,9,1,13.6,0,4.0
CUST-105607,66.5,Medium Risk (Warning),16,94.7,83.6,59,43,1,2.3,0,3.5
CUST-105608,8.6,High Risk (Critical),4,44.2,19.4,19,1,1,15.9,1,1.0
CUST-105609,19.8,High Risk (Critical),3,28.2,12.0,65,44,1,53.2,0,3.0
CUST-105610,62.4,Medium Risk (Warning),18,80.4,27.3,1310,17,2,13.7,0,4.0
CUST-105611,10.7,High Risk (Critical),13,41.3,6.9,57,18,2,68.4,1,1.0
CUST-105612,11.1,High Risk (Critical),13,42.6,16.8,45,22,3,40.0,1,1.0
CUST-105613,26.9,High Risk (Critical),13,44.9,21.5,45,16,1,15.4,1,2.0
CUST-105614,72.0,Low Risk (Healthy),29,51.0,98.3,4423,21,1,15.4,0,4.0
CUST-105615,77.6,Low Risk (Healthy),29,71.1,39.9,89,22,1,19.3,0,4.0
CUST-105616,16.1,High Risk (Critical),8,15.7,17.2,102,15,1,26.3,1,3.0
CUST-105617,69.5,Medium Risk (Warning),23,59.3,100.4,72,18,0,0.0,0,3.5
CUST-105618,8.2,High Risk (Critical),5,30.4,12.1,49,21,2,12.7,1,2.0
CUST-105619,22.9,High Risk (Critical),8,41.5,16.1,31,39,3,49.4,0,3.0
CUST-105620,27.9,High Risk (Critical),11,23.3,10.0,101,25,1,62.0,0,3.0
CUST-105621,71.6,Low Risk (Healthy),23,66.6,30.1,68,16,0,0.0,0,3.5
CUST-105622,11.2,High Risk (Critical),8,30.4,13.7,7,13,2,20.5,1,2.0
CUST-105623,78.9,Low Risk (Healthy),23,90.7,55.1,30,23,0,0.0,0,3.5
CUST-105624,49.0,Medium Risk (Warning),12,39.9,10.5,25,1,0,0.0,0,3.5
CUST-105625,82.4,Low Risk (Healthy),29,73.5,44.9,74,24,2,2.3,0,5.0
CUST-105626,70.5,Low Risk (Healthy),25,63.8,101.4,131,2,1,15.9,0,4.0
CUST-105627,63.7,Medium Risk (Warning),16,82.2,58.0,53,38,1,18.7,0,4.0
CUST-105628,13.6,High Risk (Critical),6,42.8,6.4,85,27,4,25.8,0,2.0
CUST-105629,13.4,High Risk (Critical),3,24.6,16.5,20,36,1,15.8,1,3.0
CUST-105630,64.6,Medium Risk (Warning),15,65.9,96.7,6382,17,1,9.7,0,5.0
CUST-105631,76.9,Low Risk (Healthy),24,79.7,52.9,62,27,0,0.0,0,3.5
CUST-105632,65.8,Medium Risk (Warning),25,68.2,81.1,3162,26,2,8.1,0,3.5
CUST-105633,32.4,High Risk (Critical),13,35.3,7.1,9,34,2,43.8,0,3.0
CUST-105634,33.8,High Risk (Critical),1,38.3,12.2,27,7,0,0.0,0,3.5
CUST-105635,61.1,Medium Risk (Warning),26,51.0,55.4,3933,11,4,23.3,0,5.0
CUST-105636,17.7,High Risk (Critical),3,41.1,22.0,139,42,1,21.0,1,3.0
CUST-105637,24.4,High Risk (Critical),12,43.5,20.6,93,11,1,69.3,1,3.0
CUST-105638,82.9,Low Risk (Healthy),27,86.2,42.7,23,19,0,0.0,0,3.5
CUST-105639,56.8,Medium Risk (Warning),15,71.6,34.7,76,44,2,5.1,0,4.0
CUST-105640,5.0,High Risk (Critical),6,34.8,5.0,19,9,2,63.0,1,1.0
CUST-105641,73.4,Low Risk (Healthy),26,69.2,55.8,113,24,1,16.2,0,4.0
CUST-105642,44.7,High Risk (Critical),14,16.8,18.0,6,30,0,0.0,0,3.5
CUST-105643,71.0,Low Risk (Healthy),28,67.4,45.3,724,38,2,20.6,0,4.0
CUST-105644,14.6,High Risk (Critical),12,18.6,9.1,79,30,2,56.5,1,3.0
CUST-105645,72.7,Low Risk (Healthy),23,70.1,55.8,145,34,0,0.0,0,3.5
CUST-105646,39.7,High Risk (Critical),8,26.9,8.5,87,8,0,0.0,0,3.5
CUST-105647,10.5,High Risk (Critical),1,31.8,14.1,137,11,1,18.6,0,1.0
CUST-105648,74.2,Low Risk (Healthy),19,92.8,40.6,31,31,0,0.0,0,3.5
CUST-105649,25.4,High Risk (Critical),3,39.1,7.3,82,20,1,34.9,0,3.0
CUST-105650,7.4,High Risk (Critical),14,25.7,4.2,79,17,3,50.7,1,1.0
CUST-105651,67.4,Medium Risk (Warning),21,78.1,56.8,139,21,1,8.6,0,3.5
CUST-105652,71.5,Low Risk (Healthy),17,92.9,65.8,68,30,0,0.0,0,3.5
CUST-105653,62.8,Medium Risk (Warning),19,55.0,51.8,29,7,0,0.0,0,3.5
CUST-105654,18.2,High Risk (Critical),13,26.3,4.4,108,39,4,33.1,1,3.0
CUST-105655,21.4,High Risk (Critical),8,22.8,16.9,4,32,2,48.6,0,3.0
CUST-105656,59.1,Medium Risk (Warning),15,81.1,27.5,41,31,1,17.5,0,3.5
CUST-105657,5.0,High Risk (Critical),2,12.1,7.5,114,38,3,12.1,1,1.0
CUST-105658,62.5,Medium Risk (Warning),15,71.5,25.5,1275,7,0,0.0,0,3.5
CUST-105659,80.1,Low Risk (Healthy),26,81.4,57.6,4435,41,2,7.5,0,5.0
CUST-105660,6.4,High Risk (Critical),11,15.7,18.8,142,16,1,39.7,1,1.0
CUST-105661,5.3,High Risk (Critical),6,34.2,17.5,67,18,3,53.3,1,2.0
CUST-105662,20.1,High Risk (Critical),11,18.0,13.9,11,10,2,31.4,0,2.0
CUST-105663,8.7,High Risk (Critical),2,36.4,18.9,0,14,3,39.4,0,2.0
CUST-105664,5.0,High Risk (Critical),2,31.6,17.3,29,44,4,69.0,0,2.0
CUST-105665,5.1,High Risk (Critical),3,27.0,11.7,118,23,3,51.3,1,3.0
CUST-105666,70.9,Low Risk (Healthy),29,55.9,75.3,2033,20,2,4.1,0,4.0
CUST-105667,49.7,Medium Risk (Warning),13,37.8,7.9,148,7,0,0.0,0,3.5
CUST-105668,22.6,High Risk (Critical),11,20.8,6.4,1,1,1,50.5,0,2.0
CUST-105669,17.6,High Risk (Critical),3,42.1,19.0,150,0,2,24.6,0,2.0
CUST-105670,8.6,High Risk (Critical),5,23.2,15.0,85,1,2,39.9,1,3.0
CUST-105671,11.4,High Risk (Critical),12,18.4,5.7,137,25,1,65.2,1,2.0
CUST-105672,5.0,High Risk (Critical),2,32.4,14.8,114,41,3,67.0,0,1.0
CUST-105673,74.4,Low Risk (Healthy),22,80.3,64.6,4134,6,0,0.0,0,3.5
CUST-105674,64.5,Medium Risk (Warning),18,86.8,26.8,115,20,1,20.7,0,3.5
CUST-105675,7.1,High Risk (Critical),3,24.8,7.4,144,22,1,51.0,0,1.0
CUST-105676,49.6,Medium Risk (Warning),12,41.9,4.9,84,7,0,0.0,0,3.5
CUST-105677,9.1,High Risk (Critical),3,34.6,12.8,136,18,1,26.1,1,2.0
CUST-105678,16.1,High Risk (Critical),9,34.4,19.9,35,28,1,65.4,0,1.0
CUST-105679,77.2,Low Risk (Healthy),21,94.0,65.2,2673,5,0,0.0,0,3.5
CUST-105680,23.6,High Risk (Critical),12,19.6,6.0,129,5,2,66.1,0,3.0
CUST-105681,78.7,Low Risk (Healthy),25,81.3,79.2,95,3,0,0.0,0,3.5
CUST-105682,36.2,High Risk (Critical),8,15.1,11.0,4,28,0,0.0,0,3.5
CUST-105683,63.3,Medium Risk (Warning),24,55.9,29.2,115,35,1,19.8,0,3.5
CUST-105684,23.9,High Risk (Critical),12,17.3,9.7,31,25,3,26.7,0,3.0
CUST-105685,8.5,High Risk (Critical),13,13.8,14.7,52,27,4,21.2,1,2.0
CUST-105686,5.0,High Risk (Critical),2,41.4,4.3,113,10,3,43.8,1,2.0
CUST-105687,24.3,High Risk (Critical),11,31.7,4.7,21,24,1,31.1,1,3.0
CUST-105688,64.7,Medium Risk (Warning),21,50.5,98.9,52,36,2,3.4,0,5.0
CUST-105689,7.1,High Risk (Critical),1,38.4,18.6,133,36,3,45.9,0,2.0
CUST-105690,43.8,High Risk (Critical),8,40.3,20.7,43,26,0,0.0,0,3.5
CUST-105691,70.8,Low Risk (Healthy),16,94.8,64.2,98,20,0,0.0,0,3.5
CUST-105692,5.0,High Risk (Critical),10,24.9,4.5,108,20,2,61.8,1,1.0
CUST-105693,75.1,Low Risk (Healthy),25,94.9,54.8,147,26,2,21.7,0,4.0
CUST-105694,58.0,Medium Risk (Warning),15,88.7,62.3,2305,31,3,4.8,0,4.0
CUST-105695,23.1,High Risk (Critical),13,15.5,11.3,39,41,3,39.0,0,3.0
CUST-105696,26.2,High Risk (Critical),2,39.5,9.9,147,23,1,18.8,0,3.0
CUST-105697,91.2,Low Risk (Healthy),29,91.8,31.8,2448,40,1,8.4,0,5.0
CUST-105698,36.7,High Risk (Critical),11,35.1,17.6,119,32,1,20.3,0,3.0
CUST-105699,14.6,High Risk (Critical),4,38.2,18.5,64,40,3,17.8,0,2.0
CUST-105700,15.1,High Risk (Critical),9,10.3,7.4,88,0,1,16.2,0,1.0
CUST-105701,5.0,High Risk (Critical),1,18.0,6.1,77,41,3,26.9,0,2.0
CUST-105702,17.2,High Risk (Critical),12,15.8,11.4,130,16,3,28.5,0,2.0
CUST-105703,50.6,Medium Risk (Warning),13,41.0,13.7,93,31,0,0.0,0,3.5
CUST-105704,62.1,Medium Risk (Warning),21,80.1,50.4,3679,1,2,23.2,0,3.5
CUST-105705,35.4,High Risk (Critical),3,34.5,14.0,41,24,0,0.0,0,3.5
CUST-105706,68.9,Medium Risk (Warning),18,64.1,108.8,123,3,1,2.4,0,5.0
CUST-105707,5.0,High Risk (Critical),1,13.1,14.7,117,6,2,15.1,0,1.0
CUST-105708,33.7,High Risk (Critical),4,24.7,20.0,110,24,0,0.0,0,3.5
CUST-105709,46.2,Medium Risk (Warning),14,21.8,16.7,28,10,0,0.0,0,3.5
CUST-105710,41.6,High Risk (Critical),9,28.6,19.2,71,21,0,0.0,0,3.5
CUST-105711,61.9,Medium Risk (Warning),18,64.2,59.7,144,10,1,10.7,0,4.0
CUST-105712,29.6,High Risk (Critical),5,40.9,13.6,120,1,1,27.0,0,3.0
CUST-105713,26.7,High Risk (Critical),11,16.0,21.2,11,4,1,54.1,0,3.0
CUST-105714,15.0,High Risk (Critical),12,41.6,5.8,9,31,3,60.1,0,1.0
CUST-105715,61.4,Medium Risk (Warning),15,60.6,37.0,55,5,1,22.2,0,5.0
CUST-105716,76.1,Low Risk (Healthy),26,88.2,84.9,148,23,2,8.4,0,4.0
CUST-105717,66.6,Medium Risk (Warning),19,67.6,26.8,2090,22,0,0.0,0,3.5
CUST-105718,5.0,High Risk (Critical),2,27.6,15.4,92,39,3,70.5,0,2.0
CUST-105719,24.0,High Risk (Critical),13,28.1,19.1,120,30,3,61.9,0,3.0
CUST-105720,5.0,High Risk (Critical),1,24.8,18.1,39,43,1,67.3,1,2.0
CUST-105721,73.1,Low Risk (Healthy),26,58.0,102.7,8010,3,0,0.0,0,3.5
CUST-105722,20.2,High Risk (Critical),14,24.3,12.4,67,4,3,45.8,0,2.0
CUST-105723,45.0,Medium Risk (Warning),9,40.1,10.4,42,5,0,0.0,0,3.5
CUST-105724,5.0,High Risk (Critical),2,21.6,7.7,106,21,2,22.4,0,1.0
CUST-105725,64.6,Medium Risk (Warning),19,81.7,61.3,3555,24,1,18.0,0,3.5
CUST-105726,19.2,High Risk (Critical),4,39.9,7.3,140,18,2,16.8,0,2.0
CUST-105727,82.6,Low Risk (Healthy),24,88.4,86.1,861,43,1,15.5,0,5.0
CUST-105728,25.8,High Risk (Critical),1,11.6,9.4,53,26,0,0.0,0,3.5
CUST-105729,73.0,Low Risk (Healthy),19,88.8,57.1,3540,5,0,0.0,0,3.5
CUST-105730,70.1,Low Risk (Healthy),22,66.0,72.3,5567,22,0,0.0,0,3.5
CUST-105731,8.7,High Risk (Critical),14,12.4,8.5,123,26,3,61.7,0,1.0
CUST-105732,18.2,High Risk (Critical),13,41.5,9.7,24,19,3,13.0,1,2.0
CUST-105733,5.0,High Risk (Critical),13,22.0,15.9,95,4,3,48.1,1,1.0
CUST-105734,5.0,High Risk (Critical),1,24.8,8.0,103,41,1,15.9,1,1.0
CUST-105735,15.1,High Risk (Critical),9,39.0,7.3,125,45,2,53.0,0,1.0
CUST-105736,70.9,Low Risk (Healthy),25,71.1,88.7,56,33,1,6.2,0,3.5
CUST-105737,7.3,High Risk (Critical),3,14.3,12.3,103,7,1,71.7,0,2.0
CUST-105738,12.2,High Risk (Critical),5,41.9,7.2,131,40,5,56.3,1,3.0
CUST-105739,17.8,High Risk (Critical),3,28.2,18.2,19,5,1,69.5,0,3.0
CUST-105740,35.8,High Risk (Critical),3,36.0,19.8,48,28,0,0.0,0,3.5
CUST-105741,78.9,Low Risk (Healthy),23,90.7,60.0,17,1,0,0.0,0,3.5
CUST-105742,26.4,High Risk (Critical),9,43.9,11.4,26,11,2,22.1,0,2.0
CUST-105743,15.9,High Risk (Critical),14,26.6,9.0,122,17,2,37.6,1,2.0
CUST-105744,64.8,Medium Risk (Warning),22,77.0,45.9,2662,31,2,4.7,0,3.5
CUST-105745,21.9,High Risk (Critical),13,38.7,8.5,51,24,4,47.6,1,3.0
CUST-105746,77.2,Low Risk (Healthy),23,94.0,53.6,2036,5,1,13.7,0,4.0
CUST-105747,72.5,Low Risk (Healthy),28,66.1,96.2,2501,13,1,13.2,0,3.5
CUST-105748,35.2,High Risk (Critical),11,29.2,13.7,90,3,1,18.2,0,3.0
CUST-105749,9.2,High Risk (Critical),5,15.1,9.1,23,28,2,16.1,1,3.0
CUST-105750,77.1,Low Risk (Healthy),25,91.6,94.2,3485,41,3,13.6,0,5.0
CUST-105751,52.8,Medium Risk (Warning),16,50.2,106.7,5761,43,1,4.4,0,3.5
CUST-105752,14.7,High Risk (Critical),7,25.2,9.8,142,29,2,49.9,0,2.0
CUST-105753,5.0,High Risk (Critical),3,24.3,12.2,0,25,3,52.1,1,3.0
CUST-105754,21.3,High Risk (Critical),8,17.9,5.7,27,34,1,70.2,0,3.0
CUST-105755,63.8,Medium Risk (Warning),21,70.0,107.6,80,44,1,17.9,0,3.5
CUST-105756,5.0,High Risk (Critical),9,23.9,17.1,94,45,2,60.6,1,1.0
CUST-105757,9.4,High Risk (Critical),3,32.2,5.6,82,45,1,50.3,0,1.0
CUST-105758,87.5,Low Risk (Healthy),29,92.7,97.4,7597,1,0,0.0,0,3.5
CUST-105759,63.4,Medium Risk (Warning),16,82.1,77.6,27,6,1,20.8,0,4.0
CUST-105760,40.1,High Risk (Critical),6,36.9,19.0,79,3,0,0.0,0,3.5
CUST-105761,79.5,Low Risk (Healthy),29,66.1,91.0,4641,19,0,0.0,0,3.5
CUST-105762,76.9,Low Risk (Healthy),27,87.9,28.1,1798,11,2,11.7,0,4.0
CUST-105763,60.5,Medium Risk (Warning),18,77.5,99.9,100,31,2,21.6,0,4.0
CUST-105764,8.3,High Risk (Critical),7,13.8,4.6,76,32,3,41.0,0,2.0
CUST-105765,8.9,High Risk (Critical),3,16.0,13.4,44,6,2,31.2,0,2.0
CUST-105766,15.5,High Risk (Critical),9,33.6,15.3,74,15,1,68.6,0,1.0
CUST-105767,34.6,High Risk (Critical),5,23.1,4.0,136,36,0,0.0,0,3.5
CUST-105768,23.5,High Risk (Critical),13,28.1,4.4,32,2,4,34.5,0,3.0
CUST-105769,78.9,Low Risk (Healthy),23,90.7,88.1,87,20,0,0.0,0,3.5
CUST-105770,17.6,High Risk (Critical),14,19.9,19.3,55,44,2,67.5,1,3.0
CUST-105771,26.8,High Risk (Critical),13,30.1,6.1,104,33,1,12.8,0,1.0
CUST-105772,77.0,Low Risk (Healthy),26,83.9,37.9,110,33,1,22.5,0,4.0
CUST-105773,10.4,High Risk (Critical),4,36.7,11.8,28,37,1,63.2,0,1.0
CUST-105774,73.8,Low Risk (Healthy),23,80.4,91.4,24,28,1,8.2,0,4.0
CUST-105775,48.9,Medium Risk (Warning),12,39.8,8.4,79,9,0,0.0,0,3.5
CUST-105776,70.2,Low Risk (Healthy),24,67.6,48.4,3775,18,1,16.3,0,4.0
CUST-105777,72.9,Low Risk (Healthy),20,86.8,61.9,1857,10,2,14.5,0,5.0
CUST-105778,71.0,Low Risk (Healthy),16,82.8,82.4,108,18,1,9.5,0,5.0
CUST-105779,80.8,Low Risk (Healthy),26,83.9,67.5,2700,11,0,0.0,0,3.5
CUST-105780,75.4,Low Risk (Healthy),27,61.4,41.6,1788,11,0,0.0,0,3.5
CUST-105781,68.3,Medium Risk (Warning),21,64.2,90.8,50,32,0,0.0,0,3.5
CUST-105782,14.8,High Risk (Critical),13,14.6,5.1,26,6,1,39.4,1,2.0
CUST-105783,84.1,Low Risk (Healthy),27,90.2,77.4,3018,43,0,0.0,0,3.5
CUST-105784,72.7,Low Risk (Healthy),25,61.1,25.5,141,24,0,0.0,0,3.5
CUST-105785,5.0,High Risk (Critical),7,41.0,16.5,134,27,3,50.0,1,1.0
CUST-105786,68.0,Medium Risk (Warning),16,94.7,72.0,33,17,1,14.0,0,4.0
CUST-105787,64.5,Medium Risk (Warning),15,78.5,66.4,31,13,0,0.0,0,3.5
CUST-105788,5.0,High Risk (Critical),9,11.6,16.8,109,44,1,65.4,1,1.0
CUST-105789,21.4,High Risk (Critical),10,38.8,5.5,31,19,2,28.9,1,3.0
CUST-105790,61.7,Medium Risk (Warning),19,51.3,57.8,121,19,0,0.0,0,3.5
CUST-105791,32.7,High Risk (Critical),3,25.8,15.9,110,39,0,0.0,0,3.5
CUST-105792,66.8,Medium Risk (Warning),21,59.3,27.1,1436,6,0,0.0,0,3.5
CUST-105793,68.8,Medium Risk (Warning),20,61.8,34.8,1670,27,1,19.2,0,5.0
CUST-105794,5.0,High Risk (Critical),8,28.1,4.9,149,15,3,16.9,1,1.0
CUST-105795,21.4,High Risk (Critical),8,14.8,9.0,30,17,2,30.0,0,3.0
CUST-105796,5.5,High Risk (Critical),8,26.0,12.0,86,28,5,41.7,0,2.0
CUST-105797,85.9,Low Risk (Healthy),28,84.0,58.3,1399,1,1,21.0,0,5.0
CUST-105798,13.0,High Risk (Critical),6,40.0,15.0,103,33,3,66.2,1,3.0
CUST-105799,8.4,High Risk (Critical),1,39.0,19.6,70,10,1,69.4,1,3.0
CUST-105800,5.4,High Risk (Critical),8,24.2,6.1,73,2,2,52.0,1,2.0
CUST-105801,34.4,High Risk (Critical),13,36.7,4.5,4,29,1,15.2,0,2.0
CUST-105802,18.3,High Risk (Critical),10,18.5,10.1,70,42,1,68.4,0,2.0
CUST-105803,66.0,Medium Risk (Warning),18,88.5,27.7,1523,21,1,12.2,0,3.5
CUST-105804,31.3,High Risk (Critical),10,34.5,17.5,44,0,2,19.0,0,3.0
CUST-105805,7.5,High Risk (Critical),5,43.0,10.7,17,4,1,32.2,1,1.0
CUST-105806,19.2,High Risk (Critical),11,33.5,16.3,47,1,2,28.3,0,1.0
CUST-105807,5.4,High Risk (Critical),4,10.9,14.0,32,35,2,57.9,0,2.0
CUST-105808,55.8,Medium Risk (Warning),21,53.3,46.6,99,38,2,9.7,0,3.5
CUST-105809,27.4,High Risk (Critical),11,27.8,16.8,37,20,1,29.2,0,2.0
CUST-105810,7.1,High Risk (Critical),1,23.6,12.8,96,2,2,42.5,0,2.0
CUST-105811,5.0,High Risk (Critical),4,32.1,4.0,79,37,3,28.3,1,2.0
CUST-105812,64.5,Medium Risk (Warning),15,66.8,69.2,2698,38,1,12.4,0,5.0
CUST-105813,17.4,High Risk (Critical),9,34.1,9.6,121,1,2,38.3,1,3.0
CUST-105814,27.6,High Risk (Critical),5,44.4,6.3,87,25,2,19.1,0,3.0
CUST-105815,7.5,High Risk (Critical),4,29.2,17.3,85,10,2,53.0,1,3.0
CUST-105816,30.2,High Risk (Critical),12,29.0,14.2,18,15,1,19.7,0,2.0
CUST-105817,26.9,High Risk (Critical),10,32.8,4.0,43,43,1,34.0,0,2.0
CUST-105818,72.9,Low Risk (Healthy),19,88.5,27.6,112,33,0,0.0,0,3.5
CUST-105819,34.3,High Risk (Critical),7,13.2,10.9,93,21,0,0.0,0,3.5
CUST-105820,8.6,High Risk (Critical),13,34.3,21.9,117,6,4,21.6,1,1.0
CUST-105821,73.4,Low Risk (Healthy),20,85.7,47.8,95,7,0,0.0,0,3.5
CUST-105822,17.8,High Risk (Critical),9,42.7,19.7,128,7,3,64.4,1,3.0
CUST-105823,14.2,High Risk (Critical),5,33.3,11.6,27,22,1,35.4,0,1.0
CUST-105824,75.4,Low Risk (Healthy),21,88.1,83.7,107,39,0,0.0,0,3.5
CUST-105825,12.5,High Risk (Critical),2,33.4,8.4,35,43,4,17.6,0,3.0
CUST-105826,59.3,Medium Risk (Warning),24,64.1,85.0,67,34,3,7.6,0,3.5
CUST-105827,14.0,High Risk (Critical),12,36.6,11.4,95,26,3,34.8,1,2.0
CUST-105828,22.0,High Risk (Critical),6,37.6,14.9,78,25,2,58.6,0,3.0
CUST-105829,5.0,High Risk (Critical),4,12.9,9.0,146,39,1,48.5,1,2.0
CUST-105830,24.5,High Risk (Critical),14,24.6,21.3,51,28,1,28.6,0,1.0
CUST-105831,63.6,Medium Risk (Warning),17,77.5,82.9,39,4,1,18.4,0,4.0
CUST-105832,67.9,Medium Risk (Warning),22,58.4,105.1,150,12,0,0.0,0,3.5
CUST-105833,6.7,High Risk (Critical),3,26.0,18.3,8,38,1,57.1,0,1.0
CUST-105834,75.1,Low Risk (Healthy),29,88.3,50.4,50,4,3,16.2,0,4.0
CUST-105835,60.2,Medium Risk (Warning),18,50.8,106.3,121,12,0,0.0,0,3.5
CUST-105836,27.7,High Risk (Critical),11,30.3,19.8,14,42,3,16.6,0,3.0
CUST-105837,5.0,High Risk (Critical),2,26.8,16.5,11,33,3,20.7,1,3.0
CUST-105838,26.0,High Risk (Critical),11,38.0,7.4,69,33,1,16.3,0,1.0
CUST-105839,31.8,High Risk (Critical),14,26.9,13.4,8,2,1,71.4,0,3.0
