customer_id,signup_date,acquisition_channel,country,customer_segment
CUST-106669,2025-08-30,Direct,United States,SMB
CUST-106670,2024-05-03,outbound_sales,United States,SMB
CUST-106671,2025-08-05,Social Media,Germany,Mid-Market
CUST-106672,2025-11-17,Referral,United States,SMB
CUST-106673,2025-03-10,Paid Ads,United States,Mid-Market
CUST-106674,2025-10-16,Paid Ads,United States,SMB
CUST-106675,2024-04-25,Paid Ads,United Kingdom,SMB
CUST-106676,2024-10-15,Paid Ads,Germany,SMB
CUST-106677,2025-09-29,Referral,France,Mid-Market
CUST-106678,2025-07-03,Organic Search,United States,SMB
CUST-106679,2024-05-07,Organic Search,United States,SMB
CUST-106680,2024-07-23,Organic Search,United States,SMB
CUST-106681,2024-05-06,Organic Search,India,SMB
CUST-106682,2025-03-06,outbound_sales,United Kingdom,SMB
CUST-106683,2024-02-08,Organic Search,United States,Mid-Market
CUST-106684,2024-08-09,Organic Search,Germany,SMB
CUST-106685,2025-05-03,Paid Ads,United States,Mid-Market
CUST-106686,2024-06-24,Organic Search,Germany,SMB
CUST-106687,2025-05-17,Paid Ads,United Kingdom,SMB
CUST-106688,2025-02-16,Referral,Germany,SMB
CUST-106689,2024-05-05,Paid Ads,United Kingdom,SMB
CUST-106690,2025-08-15,Organic Search,United Kingdom,SMB
CUST-106691,2024-01-09,Email Campaign,United Kingdom,SMB
CUST-106692,2025-03-25,Paid Ads,Canada,SMB
CUST-106693,2025-05-08,Email Campaign,United Kingdom,SMB
CUST-106694,2024-03-21,Paid Ads,United States,Enterprise
CUST-106695,2024-08-04,Paid Ads,United States,SMB
CUST-106696,2024-03-19,Organic Search,United States,SMB
CUST-106697,2024-05-24,Direct,United Kingdom,SMB
CUST-106698,2024-02-05,Email Campaign,United States,SMB
CUST-106699,2025-04-06,Referral,Netherlands,SMB
CUST-106700,2024-07-20,Organic Search,United States,SMB
CUST-106701,2025-04-16,outbound_sales,India,SMB
CUST-106702,2025-02-13,Referral,United States,Mid-Market
CUST-106703,2024-10-06,Paid Ads,United States,Mid-Market
CUST-106704,2024-11-03,Organic Search,United Kingdom,Mid-Market
CUST-106705,2025-09-29,Organic Search,United States,SMB
CUST-106706,2024-01-02,Organic Search,United Kingdom,SMB
CUST-106707,2025-10-17,Referral,Germany,Enterprise
CUST-106708,2024-08-07,Social Media,Canada,Mid-Market
CUST-106709,2025-01-13,Paid Ads,France,SMB
CUST-106710,2025-05-29,Direct,United States,SMB
CUST-106711,2024-02-08,Direct,United States,SMB
CUST-106712,2024-04-04,Direct,India,SMB
CUST-106713,2024-06-14,Paid Ads,United States,Enterprise
CUST-106714,2024-10-17,Paid Ads,United States,Enterprise
CUST-106715,2024-08-24,Paid Ads,United States,SMB
CUST-106716,2024-06-22,Organic Search,United States,SMB
CUST-106717,2024-03-26,Email Campaign,United States,SMB
CUST-106718,2025-01-27,Social Media,Australia,Mid-Market
CUST-106719,2024-09-22,Paid Ads,United States,Mid-Market
CUST-106720,2024-09-12,Social Media,United Kingdom,Enterprise
CUST-106721,2025-08-14,outbound_sales,United States,SMB
CUST-106722,2024-03-17,Paid Ads,Canada,SMB
CUST-106723,2024-06-23,Organic Search,Germany,SMB
CUST-106724,2025-01-27,Paid Ads,Australia,SMB
CUST-106725,2024-03-28,Paid Ads,France,SMB
CUST-106726,2024-08-11,Referral,United Kingdom,SMB
CUST-106727,2024-05-23,Paid Ads,Netherlands,SMB
CUST-106728,2024-12-02,Social Media,Germany,Mid-Market
CUST-106729,2025-03-25,Referral,United States,SMB
CUST-106730,2024-06-23,Referral,Canada,SMB
CUST-106731,2025-08-29,Organic Search,United States,SMB
CUST-106732,2024-04-15,Referral,United States,SMB
CUST-106733,2025-05-30,Organic Search,United States,SMB
CUST-106734,2025-06-09,outbound_sales,Germany,SMB
CUST-106735,2024-07-13,Referral,United States,SMB
CUST-106736,2024-01-06,social media,India,Mid-Market
CUST-106737,2025-04-06,Paid Ads,United States,SMB
CUST-106738,2025-10-24,Paid Ads,United States,SMB
CUST-106739,2025-06-17,Paid Ads,United States,SMB
CUST-106740,2025-07-09,Organic Search,United States,Mid-Market
CUST-106741,2025-11-08,Paid Ads,Australia,SMB
CUST-106742,2024-04-14,Social Media,United States,SMB
CUST-106743,2024-05-06,outbound_sales,Netherlands,SMB
CUST-106744,2024-04-26,Referral,United States,SMB
CUST-106745,2025-06-13,Paid Ads,United States,SMB
CUST-106746,2025-06-30,Email Campaign,Australia,SMB
CUST-106747,2024-09-13,Social Media,Netherlands,Mid-Market
CUST-106748,2024-09-14,Paid Ads,France,SMB
CUST-106749,2024-09-05,outbound_sales,United States,Enterprise
CUST-106750,2024-09-16,organic search,United Kingdom,SMB
CUST-106751,2025-04-03,Paid Ads,United States,Mid-Market
CUST-106752,2024-07-21,Referral,Germany,Mid-Market
CUST-106753,2025-07-02,Paid Ads,Canada,Mid-Market
CUST-106754,2025-04-26,Paid Ads,Netherlands,Mid-Market
CUST-106755,2025-05-26,Paid Ads,United States,SMB
CUST-106756,2024-07-01,Email Campaign,India,SMB
CUST-106757,2024-08-11,Email Campaign,Australia,SMB
CUST-106758,2025-11-20,Direct,Canada,Mid-Market
CUST-106759,2024-05-28,Paid Ads,United Kingdom,Enterprise
CUST-106760,2024-07-06,Paid Ads,United States,SMB
CUST-106761,2025-11-13,outbound_sales,Germany,SMB
CUST-106762,2025-03-20,Email Campaign,France,Mid-Market
CUST-106763,2025-07-18,Paid Ads,United States,SMB
CUST-106764,2025-07-18,Organic Search,France,SMB
CUST-106765,2025-10-25,Organic Search,Germany,SMB
CUST-106766,2025-07-16,Referral,United Kingdom,SMB
CUST-106767,2024-02-10,Paid Ads,Germany,SMB
CUST-106768,2025-04-12,Email Campaign,United States,SMB
CUST-106769,2025-08-15,Organic Search,India,Mid-Market
CUST-106770,2025-08-30,Organic Search,United States,SMB
CUST-106771,2025-04-23,Email Campaign,United States,Mid-Market
CUST-106772,2025-11-02,Organic Search,United Kingdom,SMB
CUST-106773,2024-10-31,Referral,Germany,SMB
CUST-106774,2025-02-13,Organic Search,United States,SMB
CUST-106775,2025-02-28,organic search,United States,SMB
CUST-106776,2024-11-29,Social Media,United States,SMB
CUST-106777,2025-07-19,Paid Ads,United States,Mid-Market
CUST-106778,2025-01-14,Referral,United States,SMB
CUST-106779,2024-07-12,Email Campaign,Canada,SMB
CUST-106780,2024-04-08,Referral,United States,Mid-Market
CUST-106781,2024-04-11,Organic Search,United States,SMB
CUST-106782,2024-08-23,outbound_sales,India,SMB
CUST-106783,2024-12-30,Email Campaign,United States,Mid-Market
CUST-106784,2024-09-14,Organic Search,United States,Mid-Market
CUST-106785,2024-05-24,Organic Search,United States,Mid-Market
CUST-106786,2025-05-29,email campaign,United Kingdom,Enterprise
CUST-106787,2024-07-22,Direct,India,SMB
CUST-106788,2025-07-12,Organic Search,United Kingdom,SMB
CUST-106789,2025-06-22,Direct,Germany,SMB
CUST-106790,2024-11-10,Referral,Canada,Mid-Market
CUST-106791,2024-05-22,Social Media,United States,Enterprise
CUST-106792,2024-11-20,Social Media,United Kingdom,Mid-Market
CUST-106793,2024-08-10,Organic Search,United States,Mid-Market
CUST-106794,2024-04-17,Direct,Netherlands,SMB
CUST-106795,2024-09-03,Organic Search,United Kingdom,Mid-Market
CUST-106796,2025-08-18,Direct,Germany,SMB
CUST-106797,2025-06-29,Organic Search,India,SMB
CUST-106798,2025-07-14,Social Media,Canada,Mid-Market
CUST-106799,2024-05-12,Organic Search,United States,SMB
CUST-106800,2025-07-11,Organic Search,United States,SMB
CUST-106801,2024-03-05,Paid Ads,United Kingdom,SMB
CUST-106802,2025-10-09,Organic Search,Canada,SMB
CUST-106803,2025-05-04,Direct,India,SMB
CUST-106804,2024-01-22,Paid Ads,Germany,Mid-Market
CUST-106805,2024-07-28,Paid Ads,United States,SMB
CUST-106806,2024-02-16,Direct,United States,SMB
CUST-106807,2025-10-06,Paid Ads,United States,SMB
CUST-106808,2025-04-11,Referral,United States,Mid-Market
CUST-106809,2024-05-30,Email Campaign,United States,SMB
CUST-106810,2025-03-09,Email Campaign,Netherlands,SMB
CUST-106811,2025-05-15,Paid Ads,Canada,Mid-Market
CUST-106812,2025-09-06,Direct,United Kingdom,SMB
CUST-106813,2025-07-21,Social Media,India,SMB
CUST-106814,2025-03-24,Social Media,India,SMB
CUST-106815,2025-11-03,Organic Search,Canada,SMB
CUST-106816,2025-08-10,Organic Search,United Kingdom,SMB
CUST-106817,2024-10-11,Paid Ads,United States,SMB
CUST-106818,2024-09-15,Paid Ads,Canada,SMB
CUST-106819,2024-03-27,Referral,India,Mid-Market
CUST-106820,2024-04-26,Referral,Australia,SMB
CUST-106821,2025-08-15,Referral,Canada,Mid-Market
CUST-106822,2025-10-03,Referral,United States,Mid-Market
CUST-106823,2025-06-06,Paid Ads,United States,SMB
CUST-106824,2025-07-06,Referral,United States,SMB
CUST-106825,2025-01-05,Social Media,India,SMB
CUST-106826,2025-08-20,Organic Search,United States,SMB
CUST-106827,2025-02-24,Organic Search,United States,SMB
CUST-106828,2024-05-23,outbound_sales,Canada,Enterprise
CUST-106829,2024-12-29,Organic Search,United Kingdom,SMB
CUST-106830,2024-12-20,Paid Ads,Germany,Mid-Market
CUST-106831,2025-11-20,paid ads,United States,Mid-Market
CUST-106832,2025-06-12,Email Campaign,Germany,SMB
CUST-106833,2025-05-30,Direct,United Kingdom,Mid-Market
CUST-106834,2024-06-17,Referral,Australia,SMB
CUST-106835,2024-04-18,Email Campaign,United States,SMB
CUST-106836,2025-11-26,Referral,France,SMB
CUST-106837,2024-11-13,Paid Ads,Netherlands,Enterprise
CUST-106838,2024-10-29,Paid Ads,Germany,SMB
CUST-106839,2024-01-16,direct,United States,Enterprise
CUST-106840,2024-11-14,Referral,United States,SMB
CUST-106841,2024-10-06,Organic Search,United Kingdom,Mid-Market
CUST-106842,2025-05-24,Organic Search,United States,SMB
CUST-106843,2024-04-27,Direct,Netherlands,SMB
CUST-106844,2024-01-15,Organic Search,United States,SMB
CUST-106845,2024-10-19,Referral,United States,Mid-Market
CUST-106846,2024-05-17,Paid Ads,United States,SMB
CUST-106847,2025-09-20,Direct,Germany,SMB
CUST-106848,2025-11-26,Organic Search,United States,Mid-Market
CUST-106849,2024-08-21,Paid Ads,United States,SMB
CUST-106850,2025-05-27,Social Media,United Kingdom,SMB
CUST-106851,2024-06-13,Paid Ads,United States,Mid-Market
CUST-106852,2025-11-27,Organic Search,United States,SMB
CUST-106853,2024-09-07,Organic Search,United States,SMB
CUST-106854,2025-01-23,Direct,United States,Mid-Market
CUST-106855,2025-01-11,referral,Australia,SMB
CUST-106856,2024-10-04,Organic Search,Canada,SMB
CUST-106857,2024-06-07,Paid Ads,United States,Mid-Market
CUST-106858,2024-12-04,Organic Search,United States,SMB
CUST-106859,2024-06-07,Organic Search,United States,SMB
CUST-106860,2024-03-09,Organic Search,India,Enterprise
CUST-106861,2024-01-29,Paid Ads,United Kingdom,SMB
CUST-106862,2025-08-20,Organic Search,Canada,SMB
CUST-106863,2024-03-18,outbound_sales,United States,SMB
CUST-106864,2025-03-24,Referral,France,Mid-Market
CUST-106865,2024-07-23,Referral,Germany,SMB
CUST-106866,2024-05-06,Direct,United States,Mid-Market
CUST-106867,2025-09-28,Referral,Germany,SMB
CUST-106868,2024-03-28,Referral,India,SMB
CUST-106869,2024-11-20,Referral,United States,SMB
CUST-106870,2025-10-01,Paid Ads,United Kingdom,SMB
CUST-106871,2025-11-03,Paid Ads,United States,Mid-Market
CUST-106872,2024-12-21,Referral,Germany,Mid-Market
CUST-106873,2024-07-30,Social Media,Canada,SMB
CUST-106874,2024-06-24,Paid Ads,United States,SMB
CUST-106875,2024-11-19,Organic Search,United Kingdom,Mid-Market
CUST-106876,2025-10-07,Direct,India,SMB
CUST-106877,2024-10-28,Social Media,United States,SMB
CUST-106878,2025-05-19,Paid Ads,United States,Mid-Market
CUST-106879,2025-02-03,Paid Ads,Germany,SMB
CUST-106880,2024-02-24,Organic Search,United States,SMB
CUST-106881,2024-05-18,Paid Ads,United Kingdom,SMB
CUST-106882,2025-04-13,Paid Ads,United States,SMB
CUST-106883,2024-08-21,Email Campaign,India,SMB
CUST-106884,2024-10-24,Referral,United States,SMB
CUST-106885,2024-01-23,Direct,United States,SMB
CUST-106886,2024-09-16,Direct,United States,SMB
CUST-106887,2024-04-04,Email Campaign,United States,Mid-Market
CUST-106888,2024-08-15,organic search,Germany,SMB
CUST-106889,2025-07-31,Organic Search,France,SMB
CUST-106890,2024-04-16,Email Campaign,United States,SMB
CUST-106891,2024-02-28,Organic Search,United States,SMB
CUST-106892,2025-11-27,outbound_sales,Canada,SMB
CUST-106893,2025-09-03,Paid Ads,United Kingdom,Enterprise
CUST-106894,2025-04-15,Referral,United States,Mid-Market
CUST-106895,2024-04-02,Email Campaign,United Kingdom,Enterprise
CUST-106896,2024-09-25,Paid Ads,India,SMB
CUST-106897,2024-12-28,Email Campaign,United States,SMB
CUST-106898,2024-04-28,Organic Search,Canada,Mid-Market
CUST-106899,2024-10-21,Email Campaign,India,Mid-Market
CUST-106900,2024-04-19,Paid Ads,United States,SMB
CUST-106901,2024-01-25,Organic Search,Germany,SMB
CUST-106902,2024-05-12,Paid Ads,United States,SMB
CUST-106903,2024-02-01,Email Campaign,United States,SMB
CUST-106904,2025-02-02,Paid Ads,United States,SMB
CUST-106905,2024-08-24,Paid Ads,France,Enterprise
CUST-106906,2024-05-19,Email Campaign,India,SMB
CUST-106907,2024-02-08,Paid Ads,Germany,Mid-Market
CUST-106908,2024-12-31,Organic Search,France,SMB
CUST-106909,2024-05-18,Paid Ads,France,SMB
CUST-106910,2024-10-06,Organic Search,Germany,SMB
CUST-106911,2024-08-22,Direct,Netherlands,SMB
CUST-106912,2024-05-16,Email Campaign,United Kingdom,SMB
CUST-106913,2025-08-15,Organic Search,India,SMB
CUST-106914,2024-05-21,Paid Ads,United Kingdom,Mid-Market
CUST-106915,2024-07-17,Direct,Germany,Enterprise
CUST-106916,2025-01-29,Social Media,United Kingdom,Mid-Market
CUST-106917,2024-12-17,Organic Search,United Kingdom,SMB
CUST-106918,2024-09-11,Organic Search,United States,SMB
CUST-106919,2025-07-26,Organic Search,United Kingdom,SMB
CUST-106920,2025-08-04,outbound_sales,United States,SMB
CUST-106921,2025-04-23,Paid Ads,India,SMB
CUST-106922,2025-09-18,Paid Ads,United States,Enterprise
CUST-106923,2024-11-14,Paid Ads,United States,Enterprise
CUST-106924,2025-04-09,Referral,Netherlands,SMB
CUST-106925,2024-01-28,paid ads,United States,Mid-Market
CUST-106926,2024-03-01,Paid Ads,United States,SMB
CUST-106927,2024-03-28,Direct,France,SMB
CUST-106928,2024-10-12,Paid Ads,United States,Enterprise
CUST-106929,2025-08-06,Paid Ads,United States,SMB
CUST-106930,2024-12-01,Direct,Australia,Mid-Market
CUST-106931,2025-04-20,Social Media,United States,SMB
CUST-106932,2024-01-31,Organic Search,United States,Mid-Market
CUST-106933,2025-07-05,Organic Search,United Kingdom,SMB
CUST-106934,2024-03-09,Paid Ads,United States,Enterprise
CUST-106935,2024-05-04,Social Media,France,SMB
CUST-106936,2025-07-13,Paid Ads,Germany,SMB
CUST-106937,2024-11-28,paid ads,United Kingdom,Enterprise
CUST-106938,2024-12-12,Referral,United States,SMB
CUST-106939,2025-03-24,Organic Search,United States,SMB
CUST-106940,2025-02-06,Organic Search,United States,SMB
CUST-106941,2025-07-07,social media,United States,Mid-Market
CUST-106942,2024-08-19,Referral,United States,Mid-Market
CUST-106943,2025-11-29,Social Media,United States,SMB
CUST-106944,2025-01-30,Paid Ads,United States,SMB
CUST-106945,2025-08-10,Social Media,United States,Mid-Market
CUST-106946,2025-01-21,Paid Ads,Netherlands,SMB
CUST-106947,2025-07-27,Referral,Germany,SMB
CUST-106948,2025-01-03,Referral,United Kingdom,SMB
CUST-106949,2024-03-29,Organic Search,Germany,Enterprise
CUST-106950,2024-06-03,outbound_sales,United States,SMB
CUST-106951,2024-08-29,Referral,United Kingdom,SMB
CUST-106952,2025-04-10,Paid Ads,United States,SMB
CUST-106953,2024-04-22,Paid Ads,United States,Mid-Market
CUST-106954,2024-05-30,Social Media,United States,SMB
CUST-106955,2025-07-13,Organic Search,United Kingdom,SMB
CUST-106956,2025-08-26,Organic Search,United States,Mid-Market
CUST-106957,2025-01-17,Paid Ads,United Kingdom,Enterprise
CUST-106958,2025-08-26,Organic Search,United States,Enterprise
CUST-106959,2024-08-13,Referral,France,SMB
CUST-106960,2024-12-16,Email Campaign,United States,SMB
CUST-106961,2024-07-08,outbound_sales,United States,SMB
CUST-106962,2024-12-15,Paid Ads,United Kingdom,SMB
CUST-106963,2024-04-27,Paid Ads,United States,SMB
CUST-106964,2025-02-01,Paid Ads,United States,SMB
CUST-106965,2024-01-01,Direct,United States,SMB
CUST-106966,2025-02-21,referral,United States,Enterprise
CUST-106967,2024-10-02,Organic Search,Australia,SMB
CUST-106968,2024-12-12,Referral,United States,SMB
CUST-106969,2025-07-02,Paid Ads,Australia,SMB
CUST-106970,2025-03-27,Direct,United States,SMB
CUST-106971,2024-02-15,Organic Search,United States,SMB
CUST-106972,2024-09-02,Organic Search,United Kingdom,Enterprise
CUST-106973,2025-08-28,Organic Search,India,SMB
CUST-106974,2024-10-17,Organic Search,United Kingdom,SMB
CUST-106975,2025-01-25,Organic Search,Australia,SMB
CUST-106976,2024-03-22,Social Media,Australia,Mid-Market
CUST-106977,2024-01-07,Email Campaign,United States,SMB
CUST-106978,2025-03-15,Organic Search,United States,Mid-Market
CUST-106979,2024-11-10,Organic Search,United States,SMB
CUST-106980,2025-10-04,Organic Search,United States,Mid-Market
CUST-106981,2025-04-26,Organic Search,United States,SMB
CUST-106982,2024-03-25,Referral,United States,Mid-Market
CUST-106983,2025-08-22,Direct,United Kingdom,Mid-Market
CUST-106984,2024-05-05,Paid Ads,Canada,SMB
CUST-106985,2024-05-05,organic search,Netherlands,Mid-Market
CUST-106986,2024-10-06,Social Media,United States,Mid-Market
CUST-106987,2025-05-09,Organic Search,India,Mid-Market
CUST-106988,2025-04-20,Referral,United States,SMB
CUST-106989,2025-07-15,Referral,United States,SMB
CUST-106990,2024-11-13,Paid Ads,Germany,SMB
CUST-106991,2025-11-14,Social Media,Canada,SMB
CUST-106992,2025-04-30,Email Campaign,United States,Mid-Market
CUST-106993,2025-02-07,Organic Search,United States,SMB
CUST-106994,2024-12-16,Direct,United States,SMB
CUST-106995,2024-11-24,Social Media,United States,SMB
CUST-106996,2025-09-30,Referral,United Kingdom,SMB
CUST-106997,2025-05-14,outbound_sales,United Kingdom,SMB
CUST-106998,2024-06-19,Organic Search,United States,Mid-Market
CUST-106999,2024-02-11,Paid Ads,Germany,SMB
CUST-107000,2025-11-26,Organic Search,United Kingdom,Mid-Market
CUST-107001,2024-03-04,Paid Ads,United Kingdom,SMB
CUST-107002,2025-03-18,Organic Search,United States,SMB
CUST-107003,2024-09-20,Organic Search,United States,SMB
CUST-107004,2025-08-03,Direct,United States,Mid-Market
CUST-107005,2024-04-21,Social Media,India,SMB
CUST-107006,2025-02-14,Paid Ads,United Kingdom,SMB
CUST-107007,2024-11-23,Paid Ads,Germany,SMB
CUST-107008,2024-04-16,Paid Ads,United States,SMB
CUST-107009,2024-09-16,Paid Ads,Canada,SMB
CUST-107010,2025-04-08,Social Media,Australia,SMB
CUST-107011,2024-04-01,Referral,United States,Enterprise
CUST-107012,2025-09-24,Paid Ads,Australia,Mid-Market
CUST-107013,2025-07-09,Email Campaign,United Kingdom,Mid-Market
CUST-107014,2025-03-23,Referral,United States,Mid-Market
CUST-107015,2024-11-30,Social Media,United States,SMB
CUST-107016,2025-09-21,Email Campaign,Netherlands,Mid-Market
CUST-107017,2025-03-18,Organic Search,India,Enterprise
CUST-107018,2025-04-26,Paid Ads,France,SMB
CUST-107019,2025-12-01,Social Media,United States,SMB
CUST-107020,2024-04-29,Paid Ads,Germany,SMB
CUST-107021,2025-09-12,direct,United States,Mid-Market
CUST-107022,2025-11-01,outbound_sales,India,SMB
CUST-107023,2024-02-29,Referral,Netherlands,SMB
CUST-107024,2025-11-23,Direct,India,SMB
CUST-107025,2025-04-10,Organic Search,Australia,SMB
CUST-107026,2025-01-09,Referral,United Kingdom,SMB
CUST-107027,2025-01-26,Organic Search,United States,Enterprise
CUST-107028,2024-07-06,Organic Search,United States,SMB
CUST-107029,2025-10-09,Email Campaign,Germany,Enterprise
CUST-107030,2025-06-18,Organic Search,United States,SMB
CUST-107031,2024-09-03,Referral,United States,SMB
CUST-107032,2025-10-20,Paid Ads,United States,Mid-Market
CUST-107033,2024-10-17,Organic Search,United States,SMB
CUST-107034,2024-10-16,Paid Ads,United States,Enterprise
CUST-107035,2024-10-13,Paid Ads,Canada,Mid-Market
CUST-107036,2024-09-09,Social Media,United Kingdom,Mid-Market
CUST-107037,2025-08-01,Referral,United Kingdom,SMB
CUST-107038,2024-11-05,Social Media,United States,SMB
CUST-107039,2025-04-24,Paid Ads,Germany,SMB
CUST-107040,2024-09-04,Social Media,United States,Mid-Market
CUST-107041,2025-10-20,Organic Search,United Kingdom,SMB
CUST-107042,2024-03-07,Paid Ads,United Kingdom,SMB
CUST-107043,2024-11-24,Paid Ads,France,SMB
CUST-107044,2024-07-03,Social Media,United States,SMB
CUST-107045,2024-09-09,Referral,India,SMB
CUST-107046,2025-09-13,Paid Ads,United Kingdom,SMB
CUST-107047,2024-03-11,Paid Ads,France,SMB
CUST-107048,2024-08-15,Referral,United Kingdom,SMB
CUST-107049,2025-07-06,outbound_sales,Germany,SMB
CUST-107050,2024-10-21,Direct,United Kingdom,SMB
CUST-107051,2025-08-01,Organic Search,United States,Mid-Market
CUST-107052,2024-08-14,Paid Ads,United States,SMB
CUST-107053,2025-03-28,Paid Ads,United States,Mid-Market
CUST-107054,2025-04-18,Referral,United States,SMB
CUST-107055,2024-04-01,paid ads,Germany,Enterprise
CUST-107056,2025-02-04,Direct,Canada,SMB
CUST-107057,2024-01-04,Email Campaign,India,SMB
CUST-107058,2024-08-08,Paid Ads,United States,SMB
CUST-107059,2025-07-30,Direct,United States,SMB
CUST-107060,2024-01-08,Referral,United Kingdom,SMB
CUST-107061,2025-03-28,Paid Ads,United Kingdom,SMB
CUST-107062,2024-02-18,Direct,United Kingdom,Mid-Market
CUST-107063,2025-07-12,Paid Ads,United Kingdom,SMB
CUST-107064,2024-07-11,Referral,United States,SMB
CUST-107065,2024-02-14,Direct,Germany,SMB
CUST-107066,2024-12-16,Paid Ads,India,SMB
CUST-107067,2025-04-01,Direct,United States,SMB
CUST-107068,2025-05-05,Organic Search,Germany,Enterprise
CUST-107069,2024-09-04,Paid Ads,India,SMB
CUST-107070,2024-10-20,Direct,United States,Mid-Market
CUST-107071,2025-02-27,Direct,United Kingdom,Enterprise
CUST-107072,2024-12-08,Paid Ads,United States,SMB
CUST-107073,2024-11-16,Paid Ads,United States,Enterprise
CUST-107074,2025-06-11,Paid Ads,Canada,Mid-Market
CUST-107075,2025-08-05,Referral,United States,Mid-Market
CUST-107076,2025-08-16,Paid Ads,Canada,SMB
CUST-107077,2025-10-17,Social Media,Australia,SMB
CUST-107078,2024-11-18,Organic Search,United Kingdom,SMB
CUST-107079,2024-09-19,Referral,United States,SMB
CUST-107080,2024-05-10,Paid Ads,Canada,SMB
CUST-107081,2025-08-24,Referral,India,SMB
CUST-107082,2024-08-23,Paid Ads,United States,SMB
CUST-107083,2025-03-15,Paid Ads,United States,SMB
CUST-107084,2025-07-12,Organic Search,India,SMB
CUST-107085,2024-05-26,Organic Search,Germany,SMB
CUST-107086,2024-06-01,Paid Ads,Netherlands,SMB
CUST-107087,2025-09-13,Referral,United States,Mid-Market
CUST-107088,2024-11-08,referral,Australia,SMB
CUST-107089,2025-03-18,Referral,Germany,Mid-Market
CUST-107090,2024-02-25,Social Media,United Kingdom,Enterprise
CUST-107091,2025-11-03,Paid Ads,United Kingdom,SMB
CUST-107092,2024-02-21,Social Media,United Kingdom,SMB
CUST-107093,2025-03-17,outbound_sales,United States,SMB
CUST-107094,2025-03-17,Social Media,India,Mid-Market
CUST-107095,2024-11-12,Organic Search,United States,SMB
CUST-107096,2024-12-30,Social Media,United States,SMB
CUST-107097,2024-12-08,Email Campaign,United Kingdom,SMB
CUST-107098,2025-01-21,Paid Ads,Canada,SMB
CUST-107099,2024-05-26,Paid Ads,Canada,SMB
CUST-107100,2024-11-07,Email Campaign,Australia,Enterprise
CUST-107101,2025-09-12,Email Campaign,United Kingdom,SMB
CUST-107102,2025-04-23,Organic Search,Canada,Mid-Market
CUST-107103,2024-09-14,Direct,Netherlands,SMB
CUST-107104,2024-12-27,Organic Search,France,SMB
CUST-107105,2024-03-30,Referral,Netherlands,Mid-Market
CUST-107106,2025-05-29,Direct,United States,Mid-Market
CUST-107107,2025-06-18,Social Media,France,SMB
CUST-107108,2024-09-13,Referral,Netherlands,Mid-Market
CUST-107109,2025-11-27,Social Media,Canada,Mid-Market
CUST-107110,2024-03-26,Paid Ads,United Kingdom,Mid-Market
CUST-107111,2024-03-29,Organic Search,United States,SMB
CUST-107112,2025-07-07,Organic Search,Germany,Mid-Market
CUST-107113,2025-07-11,Organic Search,United States,Mid-Market
CUST-107114,2025-03-06,Referral,India,SMB
CUST-107115,2024-07-27,Paid Ads,United Kingdom,Enterprise
CUST-107116,2025-09-16,Referral,United States,Mid-Market
CUST-107117,2024-06-12,Social Media,United States,SMB
CUST-107118,2025-01-10,Organic Search,United States,SMB
CUST-107119,2025-01-07,Organic Search,United States,SMB
CUST-107120,2025-02-08,Referral,Germany,Mid-Market
CUST-107121,2024-01-05,Referral,United States,SMB
CUST-107122,2024-09-07,Organic Search,Germany,SMB
CUST-107123,2024-04-25,Organic Search,United States,SMB
CUST-107124,2024-09-07,Organic Search,Canada,SMB
CUST-107125,2025-08-12,Email Campaign,United States,Mid-Market
CUST-107126,2025-11-02,Referral,Netherlands,Mid-Market
CUST-107127,2025-01-20,Direct,India,Mid-Market
CUST-107128,2024-06-27,Social Media,India,SMB
CUST-107129,2024-08-11,Email Campaign,United Kingdom,Mid-Market
CUST-107130,2024-03-15,Paid Ads,Canada,SMB
CUST-107131,2024-04-26,Paid Ads,Germany,Mid-Market
CUST-107132,2025-04-08,Organic Search,United Kingdom,SMB
CUST-107133,2024-02-03,Direct,United States,SMB
CUST-107134,2025-06-16,Organic Search,India,Enterprise
CUST-107135,2025-10-04,Email Campaign,Germany,SMB
CUST-107136,2024-04-25,Paid Ads,Germany,SMB
CUST-107137,2024-08-07,Organic Search,Germany,SMB
CUST-107138,2024-12-24,Organic Search,United Kingdom,SMB
CUST-107139,2024-02-13,Direct,United States,SMB
CUST-107140,2025-07-31,Paid Ads,United States,SMB
CUST-107141,2024-08-08,Organic Search,United States,Mid-Market
CUST-107142,2024-03-26,Paid Ads,United Kingdom,SMB
CUST-107143,2025-04-24,Email Campaign,Canada,SMB
CUST-107144,2025-09-04,Organic Search,United States,SMB
CUST-107145,2024-09-19,email campaign,United Kingdom,SMB
CUST-107146,2024-06-24,Organic Search,United Kingdom,SMB
CUST-107147,2024-12-12,Organic Search,India,SMB
CUST-107148,2025-01-04,Email Campaign,United States,SMB
CUST-107149,2024-03-03,Referral,United States,SMB
CUST-107150,2025-06-24,Paid Ads,United States,SMB
CUST-107151,2025-05-16,Paid Ads,United States,SMB
CUST-107152,2025-04-07,Referral,United States,SMB
CUST-107153,2024-08-20,outbound_sales,Germany,SMB
CUST-107154,2024-02-11,Paid Ads,United Kingdom,SMB
CUST-107155,2024-01-08,Organic Search,Australia,SMB
CUST-107156,2025-09-01,outbound_sales,United States,Mid-Market
CUST-107157,2025-08-01,Organic Search,India,SMB
CUST-107158,2024-01-12,Paid Ads,United States,SMB
