customer_id,monthly_active_days,feature_adoption_rate_pct,avg_daily_session_mins,api_calls_count,export_reports_count
CUST-106974,5,35.7,13.8,49,31
CUST-106975,12,32.0,9.0,42,23
CUST-106976,15,78.9,95.9,1342,42
CUST-106977,1,13.6,12.7,132,6
CUST-106978,21,89.2,101.4,5577,16
CUST-106979,8,28.1,19.8,123,42
CUST-106980,5,20.9,19.7,64,18
CUST-106981,3,29.8,4.7,51,5
CUST-106982,28,79.4,72.4,148,0
CUST-106983,22,52.7,109.0,4796,34
CUST-106984,11,37.4,14.5,79,1
CUST-106985,25,70.3,100.8,1915,5
CUST-106986,25,73.0,61.8,119,38
CUST-106987,19,54.1,33.6,1344,14
CUST-106988,13,23.8,13.3,87,16
CUST-106989,23,68.2,101.5,129,19
CUST-106990,2,39.8,10.1,30,12
CUST-106991,14,12.3,11.1,136,17
CUST-106992,4,40.8,13.1,111,28
CUST-106993,12,13.9,6.2,55,10
CUST-106994,1,12.8,16.2,32,14
CUST-106995,4,24.2,19.2,61,25
CUST-106996,10,27.4,19.2,79,7
CUST-106997,5,26.5,5.2,89,21
CUST-106998,8,17.3,18.0,124,37
CUST-106999,12,44.1,7.2,46,2
CUST-107000,22,57.1,49.6,138,31
CUST-107001,17,53.4,66.2,39,27
CUST-107002,21,83.6,74.8,18,14
CUST-107003,14,36.4,20.6,103,13
CUST-107004,7,37.6,6.1,8,0
CUST-107005,9,28.3,10.8,53,12
CUST-107006,28,71.2,88.4,99,25
CUST-107007,11,27.9,10.9,93,11
CUST-107008,13,34.4,19.7,94,34
CUST-107009,7,20.9,20.6,131,35
CUST-107010,18,56.6,41.3,98,24
CUST-107011,19,74.6,71.2,4556,28
CUST-107012,29,78.7,32.3,646,2
CUST-107013,26,92.6,71.2,60,35
CUST-107014,20,54.9,41.5,2282,3
CUST-107015,8,20.9,16.1,3,20
CUST-107016,18,89.3,51.3,31,30
CUST-107017,20,78.2,56.7,623,15
CUST-107018,7,34.5,8.4,148,30
CUST-107019,3,18.7,18.6,87,10
CUST-107020,20,63.7,42.1,113,41
CUST-107021,26,64.2,64.7,905,18
CUST-107022,18,59.8,67.4,81,19
CUST-107023,8,28.8,10.6,115,9
CUST-107024,17,50.9,99.4,149,16
CUST-107025,4,15.4,19.1,146,2
CUST-107026,7,42.0,17.5,36,31
CUST-107027,16,82.3,30.5,396,11
CUST-107028,7,10.4,12.0,117,12
CUST-107029,27,87.3,76.0,1520,15
CUST-107030,6,15.1,19.7,90,2
CUST-107031,18,50.9,37.6,29,26
CUST-107032,4,15.7,16.6,46,25
CUST-107033,7,22.5,15.4,99,36
CUST-107034,24,84.3,29.8,774,26
CUST-107035,9,39.9,7.9,3,35
CUST-107036,1,13.1,18.8,68,6
CUST-107037,21,66.5,60.4,59,7
CUST-107038,6,30.5,7.7,115,24
CUST-107039,16,62.3,104.8,123,22
CUST-107040,4,17.5,8.1,34,24
CUST-107041,9,12.8,17.6,93,5
CUST-107042,26,61.8,103.8,62,38
CUST-107043,11,23.1,19.1,78,18
CUST-107044,28,87.0,96.8,140,30
CUST-107045,1,33.7,16.4,69,23
CUST-107046,14,39.0,8.9,42,4
CUST-107047,20,71.6,60.8,11,39
CUST-107048,2,28.6,19.2,49,9
CUST-107049,10,32.3,7.8,104,21
CUST-107050,2,34.9,15.6,47,45
CUST-107051,27,76.1,86.9,105,9
CUST-107052,6,10.1,20.4,6,16
CUST-107053,21,67.2,77.0,3311,37
CUST-107054,8,34.8,10.6,7,25
CUST-107055,29,61.6,55.6,1334,20
CUST-107056,4,19.1,12.2,83,18
CUST-107057,7,41.4,19.6,85,22
CUST-107058,4,27.8,6.7,141,29
CUST-107059,13,30.4,14.2,91,11
CUST-107060,29,89.3,59.0,76,36
CUST-107061,11,43.3,18.2,21,14
CUST-107062,18,92.5,76.6,24,31
CUST-107063,13,33.4,17.8,103,39
CUST-107064,12,24.3,10.6,78,11
CUST-107065,13,29.9,20.9,26,42
CUST-107066,12,23.9,21.7,34,23
CUST-107067,25,64.5,103.3,125,8
CUST-107068,25,62.0,91.8,4498,27
CUST-107069,11,33.5,10.8,29,11
CUST-107070,26,57.4,84.2,2273,25
CUST-107071,21,56.3,26.4,422,11
CUST-107072,12,33.4,13.8,40,38
CUST-107073,25,60.0,70.1,4696,24
CUST-107074,22,92.3,51.5,78,8
CUST-107075,23,70.9,64.4,12,0
CUST-107076,27,77.1,47.7,134,18
CUST-107077,6,17.7,8.1,102,37
CUST-107078,6,43.0,6.9,121,12
CUST-107079,26,79.5,28.9,100,5
CUST-107080,9,30.5,5.5,21,8
CUST-107081,9,23.0,6.6,19,24
CUST-107082,3,23.9,19.6,22,3
CUST-107083,2,16.5,12.3,148,42
CUST-107084,7,39.2,4.4,116,11
CUST-107085,5,31.2,4.2,10,11
CUST-107086,1,37.5,13.6,80,34
CUST-107087,16,94.2,73.8,100,13
CUST-107088,18,90.8,52.4,139,22
CUST-107089,21,57.5,69.7,44,36
CUST-107090,23,71.9,32.6,2347,1
CUST-107091,6,42.1,7.0,3,25
CUST-107092,10,37.4,12.7,11,13
CUST-107093,4,29.6,15.8,13,15
CUST-107094,9,10.4,18.4,76,28
CUST-107095,10,32.5,8.5,138,44
CUST-107096,8,15.6,8.9,62,39
CUST-107097,14,34.7,14.1,44,7
CUST-107098,19,77.7,96.6,139,28
CUST-107099,5,12.8,10.5,99,33
CUST-107100,28,91.6,96.5,3956,19
CUST-107101,1,43.3,14.9,82,16
CUST-107102,1,24.5,7.5,80,25
CUST-107103,25,50.5,43.9,110,2
CUST-107104,10,17.4,13.7,105,35
CUST-107105,18,55.8,63.8,3126,41
CUST-107106,18,94.5,109.7,41,6
CUST-107107,4,18.7,21.8,4,2
CUST-107108,20,56.0,102.1,59,17
CUST-107109,1,18.3,14.6,13,35
CUST-107110,20,91.4,99.1,5648,32
CUST-107111,1,24.1,12.3,135,32
CUST-107112,11,12.5,8.6,61,4
CUST-107113,11,22.4,6.5,38,7
CUST-107114,15,50.5,94.7,139,32
CUST-107115,16,64.3,107.4,4725,44
CUST-107116,21,51.9,30.4,1368,9
CUST-107117,10,20.8,9.5,43,7
CUST-107118,20,83.6,27.4,53,23
CUST-107119,15,66.2,85.1,105,17
CUST-107120,20,54.5,78.8,2679,10
CUST-107121,9,35.2,11.9,78,24
CUST-107122,11,28.0,6.7,8,4
CUST-107123,7,24.1,13.2,89,21
CUST-107124,14,35.6,10.8,68,32
CUST-107125,2,18.1,14.1,89,24
CUST-107126,25,67.2,87.3,116,2
CUST-107127,29,91.2,64.4,59,31
CUST-107128,7,24.2,11.6,109,41
CUST-107129,27,51.1,74.5,968,42
CUST-107130,4,15.4,14.5,150,7
CUST-107131,2,40.1,4.3,98,25
CUST-107132,1,44.9,9.5,6,27
CUST-107133,2,29.4,5.8,107,39
CUST-107134,15,70.8,30.9,1761,15
CUST-107135,8,36.2,13.1,28,10
CUST-107136,9,33.8,10.0,112,8
CUST-107137,13,25.2,8.9,18,16
CUST-107138,9,36.4,18.1,11,32
CUST-107139,4,36.9,10.0,101,22
CUST-107140,12,38.9,6.0,32,28
CUST-107141,9,36.7,9.8,57,19
CUST-107142,11,32.3,9.5,97,31
CUST-107143,7,16.1,6.5,39,13
CUST-107144,3,28.8,4.4,6,25
CUST-107145,23,63.0,84.2,148,13
CUST-107146,9,36.7,16.5,130,32
CUST-107147,14,26.5,17.4,121,2
CUST-107148,4,15.0,20.5,42,22
CUST-107149,11,42.2,20.2,70,19
CUST-107150,5,21.0,10.2,93,22
CUST-107151,7,19.3,10.3,13,12
CUST-107152,5,27.4,19.9,74,5
CUST-107153,1,36.7,12.3,148,27
CUST-107154,6,37.3,14.1,116,35
CUST-107155,27,73.5,31.5,48,21
CUST-107156,3,34.0,7.0,1,17
CUST-107157,13,27.3,8.9,68,25
CUST-107158,14,11.0,4.7,59,8
CUST-107159,18,76.3,35.7,133,2
CUST-107160,5,10.8,20.3,10,43
CUST-107161,21,82.2,74.1,1037,5
CUST-107162,12,45.0,8.7,68,27
CUST-107163,29,63.5,78.5,20,4
CUST-107164,8,20.9,7.7,137,20
CUST-107165,16,53.7,51.4,2878,2
CUST-107166,11,17.6,16.3,144,11
CUST-107167,6,14.4,17.1,129,10
CUST-107168,26,91.1,59.1,118,38
CUST-107169,11,14.4,16.0,84,0
CUST-107170,24,75.1,31.2,0,12
CUST-107171,12,34.0,17.8,4,7
CUST-107172,14,42.0,9.7,49,44
CUST-107173,17,55.5,70.1,5608,18
CUST-107174,3,28.9,20.1,72,44
CUST-107175,11,41.4,9.6,37,6
CUST-107176,11,24.8,17.3,65,3
CUST-107177,12,38.5,19.3,4,38
CUST-107178,8,36.9,18.5,56,38
CUST-107179,17,78.0,69.2,121,15
CUST-107180,28,62.6,95.4,33,13
CUST-107181,4,30.2,8.6,136,16
CUST-107182,17,81.7,56.2,15,0
CUST-107183,6,20.3,7.9,134,14
CUST-107184,17,53.5,97.5,120,20
CUST-107185,13,26.0,20.4,20,22
CUST-107186,15,86.0,99.8,7,31
CUST-107187,15,73.9,107.1,4926,28
CUST-107188,27,59.7,72.0,2664,34
CUST-107189,1,10.3,10.0,12,39
CUST-107190,3,27.4,17.3,5,36
CUST-107191,11,38.2,17.1,97,31
CUST-107192,16,84.9,96.0,3456,45
CUST-107193,6,13.0,17.4,143,23
CUST-107194,14,24.0,6.4,65,32
CUST-107195,26,77.1,58.2,3026,28
CUST-107196,8,28.9,11.4,129,21
CUST-107197,9,11.7,11.5,121,28
CUST-107198,27,52.8,91.8,123,45
CUST-107199,28,74.5,109.0,2725,1
CUST-107200,1,18.0,10.9,69,0
CUST-107201,22,63.6,70.6,130,15
CUST-107202,5,10.7,22.0,74,42
CUST-107203,23,78.5,75.8,35,14
CUST-107204,22,66.9,73.3,1905,28
CUST-107205,1,35.7,15.7,0,40
CUST-107206,13,24.7,20.6,26,23
CUST-107207,1,31.3,20.7,13,7
CUST-107208,2,34.0,4.6,49,29
CUST-107209,5,15.2,9.2,77,11
CUST-107210,2,37.8,16.7,68,12
CUST-107211,23,54.3,103.1,5979,43
CUST-107212,2,33.6,13.6,31,20
CUST-107213,12,27.3,15.5,11,44
CUST-107214,19,90.1,109.9,3626,42
CUST-107215,17,71.3,82.2,146,33
CUST-107216,10,16.9,21.5,83,25
CUST-107217,13,40.9,6.0,12,42
CUST-107218,18,65.5,38.8,3026,44
CUST-107219,4,11.8,12.9,97,21
CUST-107220,26,81.3,42.1,29,15
CUST-107221,12,38.9,15.2,47,3
CUST-107222,19,92.6,102.7,91,3
CUST-107223,27,74.9,46.8,113,14
CUST-107224,16,72.7,35.4,60,15
CUST-107225,12,36.5,11.9,52,0
CUST-107226,2,16.9,17.1,26,27
CUST-107227,11,42.8,22.0,29,33
CUST-107228,10,39.8,18.0,101,29
CUST-107229,8,17.9,14.4,114,42
CUST-107230,8,15.8,20.2,100,11
CUST-107231,11,26.2,20.7,13,22
CUST-107232,14,42.7,4.7,49,22
CUST-107233,11,14.1,14.3,142,18
CUST-107234,9,27.1,7.8,3,12
CUST-107235,26,77.4,39.0,63,30
CUST-107236,12,42.3,8.0,45,14
CUST-107237,9,44.6,10.5,100,3
CUST-107238,26,68.3,74.1,135,8
CUST-107239,19,67.5,81.4,122,36
CUST-107240,25,75.7,93.0,3348,37
CUST-107241,9,22.3,4.7,70,2
CUST-107242,7,25.2,21.6,140,43
CUST-107243,8,32.8,8.1,62,42
CUST-107244,11,43.9,7.4,139,1
CUST-107245,11,32.7,9.1,76,41
CUST-107246,22,73.2,36.4,764,6
CUST-107247,20,64.4,39.0,3081,45
CUST-107248,17,80.8,42.4,551,10
CUST-107249,8,27.6,19.7,15,7
CUST-107250,28,83.9,64.7,2652,27
CUST-107251,28,92.6,81.1,5190,4
CUST-107252,13,36.8,20.9,97,45
CUST-107253,20,77.8,98.5,25,22
CUST-107254,11,43.2,10.2,53,22
CUST-107255,13,29.0,7.8,68,19
CUST-107256,2,14.9,18.1,66,14
CUST-107257,23,67.1,106.9,137,4
CUST-107258,12,44.0,7.3,4,34
CUST-107259,8,26.8,7.9,72,3
CUST-107260,22,88.3,65.6,40,41
CUST-107261,28,73.2,93.8,19,27
CUST-107262,5,22.9,9.8,15,15
CUST-107263,7,26.9,18.1,68,14
CUST-107264,5,44.4,11.6,67,16
CUST-107265,5,19.1,4.3,146,39
CUST-107266,6,35.2,20.7,109,14
CUST-107267,25,92.2,93.0,148,20
CUST-107268,29,83.2,91.8,1009,25
CUST-107269,9,29.5,11.8,144,27
CUST-107270,14,13.6,15.1,94,1
CUST-107271,1,29.6,10.6,7,6
CUST-107272,19,61.3,49.8,74,20
CUST-107273,16,75.6,70.6,3318,14
CUST-107274,4,14.7,14.8,47,43
CUST-107275,15,50.6,26.9,100,22
CUST-107276,1,36.9,19.1,117,36
CUST-107277,22,78.9,101.2,6679,30
CUST-107278,12,37.1,21.8,89,6
CUST-107279,4,43.3,5.0,125,8
CUST-107280,29,75.1,72.9,87,41
CUST-107281,12,30.4,14.0,139,42
CUST-107282,14,15.7,17.8,69,24
CUST-107283,10,19.9,6.6,54,8
CUST-107284,17,56.6,63.2,4044,6
CUST-107285,9,16.1,8.0,8,36
CUST-107286,18,53.4,87.5,3850,29
CUST-107287,5,42.2,15.5,16,34
CUST-107288,17,65.0,25.9,73,40
CUST-107289,11,28.4,15.5,147,14
CUST-107290,13,30.9,10.3,144,19
CUST-107291,7,30.0,13.3,131,37
CUST-107292,26,90.1,92.2,75,14
CUST-107293,23,78.8,55.0,147,14
CUST-107294,2,26.7,21.0,76,3
CUST-107295,19,85.4,26.0,1378,23
CUST-107296,25,71.6,96.2,5772,21
CUST-107297,3,39.5,13.7,109,6
CUST-107298,7,38.0,11.7,31,6
CUST-107299,5,28.0,12.3,49,44
CUST-107300,2,37.6,7.7,116,12
CUST-107301,12,25.1,15.1,12,21
CUST-107302,23,88.4,69.8,4257,10
CUST-107303,20,51.9,31.2,2371,2
CUST-107304,15,88.0,42.1,5,10
CUST-107305,14,42.2,19.0,104,17
CUST-107306,26,66.2,109.0,27,12
CUST-107307,16,91.6,90.9,7181,39
CUST-107308,4,17.9,20.1,117,31
CUST-107309,10,25.4,18.9,60,8
CUST-107310,3,20.3,20.9,12,4
CUST-107311,21,76.1,47.8,1099,43
CUST-107312,1,43.3,16.4,45,9
CUST-107313,22,85.3,31.2,102,18
CUST-107314,7,14.1,21.0,50,43
CUST-107315,4,18.3,16.9,21,28
CUST-107316,12,41.7,5.9,133,7
CUST-107317,10,15.5,16.3,36,27
CUST-107318,10,11.5,17.8,21,8
CUST-107319,1,39.7,18.1,105,23
CUST-107320,7,16.6,9.2,7,9
CUST-107321,11,24.3,20.1,56,28
CUST-107322,20,74.2,80.9,3883,24
CUST-107323,20,53.4,41.7,1042,27
CUST-107324,3,30.4,16.7,18,38
CUST-107325,14,44.4,15.6,101,4
CUST-107326,24,66.8,82.4,3296,43
CUST-107327,13,17.0,15.9,1,0
CUST-107328,7,24.8,9.7,75,6
CUST-107329,15,59.5,35.4,2761,38
CUST-107330,5,29.4,19.7,90,18
CUST-107331,1,43.2,10.6,137,32
CUST-107332,3,35.9,12.7,29,29
CUST-107333,21,67.6,70.7,111,20
CUST-107334,27,86.9,29.9,66,6
CUST-107335,16,81.8,80.0,19,35
CUST-107336,14,23.4,11.7,25,41
CUST-107337,25,52.4,76.4,66,35
CUST-107338,3,19.5,14.4,72,11
CUST-107339,11,37.5,14.4,73,13
CUST-107340,26,56.0,44.4,532,34
CUST-107341,4,38.6,20.2,134,1
CUST-107342,6,11.1,14.9,127,6
CUST-107343,4,16.5,16.9,150,32
CUST-107344,17,89.9,50.7,137,12
CUST-107345,2,28.4,6.8,136,37
CUST-107346,19,69.5,37.5,2100,19
CUST-107347,10,43.7,6.7,119,28
CUST-107348,8,29.7,9.5,146,11
CUST-107349,7,14.4,14.9,113,22
CUST-107350,2,18.6,5.7,39,10
CUST-107351,25,60.9,35.4,920,34
CUST-107352,5,21.0,4.4,23,24
CUST-107353,11,32.8,14.4,50,6
CUST-107354,3,10.1,18.7,41,15
CUST-107355,24,75.9,97.4,129,28
CUST-107356,21,88.3,45.7,106,25
CUST-107357,11,13.9,13.5,77,41
CUST-107358,3,27.9,16.3,26,0
CUST-107359,7,42.4,6.0,123,25
CUST-107360,1,37.6,4.5,34,26
CUST-107361,5,38.2,21.0,58,5
CUST-107362,8,31.3,6.4,56,40
CUST-107363,25,74.8,98.2,1374,22
CUST-107364,25,51.7,39.5,74,35
CUST-107365,16,52.1,81.9,42,24
CUST-107366,26,88.2,66.3,3049,22
CUST-107367,13,23.2,17.7,143,31
CUST-107368,12,24.8,19.4,65,21
CUST-107369,6,22.9,15.1,80,11
CUST-107370,24,81.1,68.0,79,28
CUST-107371,5,18.9,9.5,142,12
CUST-107372,14,23.3,11.1,35,26
CUST-107373,21,71.2,40.8,92,4
CUST-107374,2,25.4,19.8,119,40
CUST-107375,9,13.3,19.5,43,23
CUST-107376,20,55.4,104.9,7762,19
CUST-107377,20,60.4,67.6,72,2
CUST-107378,26,69.3,97.7,30,30
CUST-107379,8,40.3,7.6,10,6
CUST-107380,12,29.1,13.4,142,12
CUST-107381,28,55.3,36.7,43,5
CUST-107382,5,43.8,6.7,79,0
CUST-107383,4,28.2,14.1,57,35
CUST-107384,13,19.1,11.2,96,34
CUST-107385,26,82.1,37.0,2516,10
CUST-107386,8,15.4,5.0,73,7
CUST-107387,21,61.8,94.1,4422,5
CUST-107388,12,24.7,5.7,16,8
CUST-107389,9,44.8,16.9,21,28
CUST-107390,3,27.2,9.5,97,6
CUST-107391,13,42.2,17.5,92,40
CUST-107392,8,14.1,10.4,35,43
CUST-107393,27,69.2,74.0,3996,42
CUST-107394,6,33.9,17.2,39,19
CUST-107395,25,67.3,42.2,113,42
CUST-107396,22,84.9,34.1,113,25
CUST-107397,7,32.4,15.8,45,10
CUST-107398,3,21.4,9.0,138,20
CUST-107399,23,65.5,27.3,150,14
CUST-107400,18,80.2,99.8,3293,20
CUST-107401,25,66.9,29.9,1136,34
CUST-107402,5,23.4,11.2,43,30
CUST-107403,18,81.9,81.1,7,9
CUST-107404,24,77.4,28.8,123,42
CUST-107405,5,40.5,21.1,88,27
CUST-107406,27,67.2,102.3,7058,45
CUST-107407,14,27.8,4.4,57,34
CUST-107408,6,15.4,6.2,5,18
CUST-107409,2,37.7,6.2,40,10
CUST-107410,11,23.2,7.6,75,3
CUST-107411,19,72.1,63.3,128,27
CUST-107412,14,35.3,18.2,130,4
CUST-107413,6,29.4,4.8,107,12
CUST-107414,28,85.3,90.5,6335,33
CUST-107415,7,24.2,13.4,129,23
CUST-107416,24,73.5,63.5,1841,34
CUST-107417,20,64.7,105.8,7194,23
CUST-107418,23,79.0,70.1,2313,6
CUST-107419,7,40.7,12.4,78,9
CUST-107420,12,40.6,21.9,137,9
CUST-107421,17,50.2,58.8,97,22
CUST-107422,18,73.2,84.4,37,7
CUST-107423,4,28.9,9.3,39,0
CUST-107424,13,32.0,21.9,135,19
CUST-107425,26,89.0,25.6,101,15
CUST-107426,28,52.3,80.0,35,5
CUST-107427,29,61.7,104.9,136,24
CUST-107428,1,42.3,16.6,13,31
CUST-107429,21,84.2,76.1,109,25
CUST-107430,12,31.9,13.7,58,41
CUST-107431,6,35.3,18.9,95,26
CUST-107432,16,71.4,99.3,5660,9
CUST-107433,14,21.5,22.0,142,0
CUST-107434,22,61.6,106.8,18,7
CUST-107435,20,77.4,37.0,555,6
CUST-107436,4,28.3,7.1,68,36
CUST-107437,12,30.1,20.3,108,28
CUST-107438,7,28.2,4.9,44,32
CUST-107439,25,61.6,37.2,1227,21
CUST-107440,7,30.6,16.3,23,0
CUST-107441,10,43.9,21.4,78,27
CUST-107442,19,90.0,100.7,5941,41
CUST-107443,25,55.7,26.2,92,19
CUST-107444,26,86.3,100.1,5305,16
CUST-107445,8,25.7,21.1,39,4
CUST-107446,25,68.0,28.4,142,42
CUST-107447,19,93.3,81.2,35,31
CUST-107448,3,16.8,6.1,61,8
CUST-107449,22,53.2,65.1,2604,12
CUST-107450,11,37.3,18.1,15,21
CUST-107451,23,75.0,109.9,30,42
CUST-107452,15,93.1,53.3,1758,3
CUST-107453,6,15.4,9.4,120,17
CUST-107454,10,11.6,6.5,80,30
CUST-107455,26,61.5,90.1,991,27
CUST-107456,3,28.1,8.1,37,29
CUST-107457,12,24.2,14.3,92,23
CUST-107458,15,61.3,107.1,1392,35
CUST-107459,7,21.7,15.3,53,37
CUST-107460,21,57.9,47.4,1706,28
CUST-107461,7,34.4,18.5,21,36
CUST-107462,1,28.6,4.2,102,7
CUST-107463,27,75.8,104.3,23,30
CUST-107464,6,18.4,9.0,147,35
CUST-107465,22,85.2,52.2,2088,6
CUST-107466,14,30.2,21.8,134,9
CUST-107467,13,24.7,5.0,5,42
CUST-107468,24,81.0,99.0,6831,1
CUST-107469,18,64.7,92.7,10,26
CUST-107470,6,11.7,14.2,119,43
CUST-107471,23,86.0,68.3,65,29
CUST-107472,13,29.4,13.1,11,13
CUST-107473,21,66.0,34.9,40,8
CUST-107474,4,44.9,5.8,61,16
CUST-107475,3,15.4,16.7,147,16
CUST-107476,5,34.8,17.1,2,8
CUST-107477,7,34.1,9.5,130,5
CUST-107478,4,32.6,16.6,122,12
CUST-107479,1,39.6,16.5,13,30
CUST-107480,19,66.2,66.9,2,13
CUST-107481,22,73.6,56.2,2304,35
CUST-107482,24,64.8,49.4,1729,36
CUST-107483,17,68.9,57.7,3,30
CUST-107484,11,28.8,5.2,141,16
CUST-107485,27,79.8,31.7,27,35
CUST-107486,5,44.0,6.7,12,13
CUST-107487,16,57.1,79.9,1598,25
CUST-107488,18,59.7,78.9,91,40
CUST-107489,24,85.8,108.9,1524,39
CUST-107490,10,21.1,10.7,120,44
CUST-107491,9,31.0,5.5,109,41
CUST-107492,1,25.1,5.7,14,8
CUST-107493,28,91.1,26.5,118,13
CUST-107494,18,84.4,64.6,3229,45
CUST-107495,6,30.3,17.6,88,36
CUST-107496,4,39.4,9.7,65,6
CUST-107497,11,19.5,8.5,131,3
CUST-107498,23,71.0,45.2,2892,34
CUST-107499,29,51.3,103.1,5670,35
CUST-107500,3,20.0,12.7,26,8
CUST-107501,26,68.3,75.9,76,9
CUST-107502,5,19.1,8.1,120,12
CUST-107503,18,53.0,37.7,2073,2
CUST-107504,11,11.0,15.1,145,16
CUST-107505,23,53.1,63.3,4557,41
CUST-107506,1,21.3,15.6,97,33
CUST-107507,5,27.4,12.3,124,38
CUST-107508,13,11.1,6.0,71,4
CUST-107509,17,91.9,104.4,5742,44
CUST-107510,10,23.0,21.4,73,28
CUST-107511,8,30.4,8.3,116,19
CUST-107512,29,75.9,33.8,106,0
CUST-107513,11,42.3,6.8,35,9
CUST-107514,13,32.1,6.5,43,45
CUST-107515,24,54.7,68.2,1091,17
CUST-107516,11,44.0,8.0,4,16
CUST-107517,13,19.1,19.6,1,5
CUST-107518,15,86.5,94.5,18,8
CUST-107519,8,31.1,13.4,134,40
CUST-107520,1,18.9,7.3,19,41
CUST-107521,14,21.4,19.1,13,30
CUST-107522,3,22.8,16.4,17,36
CUST-107523,13,16.0,8.0,25,4
CUST-107524,4,27.7,12.8,36,3
CUST-107525,1,42.1,7.1,117,31
CUST-107526,24,69.0,51.1,64,17
CUST-107527,13,36.6,12.8,48,10
CUST-107528,24,88.7,41.5,1452,34
CUST-107529,14,18.8,12.3,44,44
CUST-107530,24,86.2,29.6,119,11
CUST-107531,17,89.5,61.6,96,18
CUST-107532,3,24.7,13.8,16,33
CUST-107533,10,38.9,7.9,93,9
CUST-107534,29,87.5,86.7,1560,11
CUST-107535,4,17.9,8.9,109,7
CUST-107536,6,19.9,5.4,89,26
CUST-107537,22,53.2,92.1,2394,41
CUST-107538,13,15.0,18.9,105,37
CUST-107539,13,14.3,8.1,16,5
CUST-107540,22,81.3,32.4,1458,38
CUST-107541,5,42.5,13.1,104,13
CUST-107542,21,60.6,70.9,148,31
CUST-107543,5,16.4,6.2,61,31
CUST-107544,13,21.5,9.0,39,12
CUST-107545,28,78.6,55.8,79,25
CUST-107546,28,61.3,73.1,116,41
CUST-107547,6,41.1,20.5,4,25
CUST-107548,1,43.9,21.3,37,4
CUST-107549,14,22.2,14.5,115,39
CUST-107550,5,28.0,6.3,134,1
CUST-107551,3,35.2,15.4,101,37
CUST-107552,5,25.5,16.8,139,10
CUST-107553,26,88.3,90.5,56,6
CUST-107554,17,72.6,53.9,1293,19
CUST-107555,13,30.0,11.9,131,13
CUST-107556,9,37.0,20.8,18,17
CUST-107557,19,79.4,90.7,104,13
CUST-107558,11,28.7,10.7,100,29
CUST-107559,11,37.3,11.0,102,3
CUST-107560,6,17.0,15.5,107,29
CUST-107561,18,81.6,25.7,1824,28
CUST-107562,4,14.1,14.8,53,36
CUST-107563,19,95.0,43.4,58,31
CUST-107564,27,75.3,71.9,120,7
CUST-107565,29,72.0,36.2,135,9
CUST-107566,1,29.8,12.6,113,3
CUST-107567,5,41.3,5.8,23,11
CUST-107568,16,57.9,107.9,3344,17
CUST-107569,27,75.0,91.2,106,38
CUST-107570,25,80.8,79.0,4108,8
CUST-107571,2,30.0,8.4,57,15
CUST-107572,9,39.2,4.2,44,36
CUST-107573,2,39.4,12.8,62,19
CUST-107574,3,19.8,6.9,140,31
CUST-107575,14,43.7,11.8,24,33
CUST-107576,24,71.7,47.5,3800,26
CUST-107577,1,14.1,20.0,133,39
CUST-107578,19,87.1,96.0,117,3
CUST-107579,28,55.4,52.0,14,18
CUST-107580,4,15.7,18.5,13,41
CUST-107581,19,60.3,51.2,3635,10
CUST-107582,15,72.8,28.3,31,43
CUST-107583,24,70.9,108.7,5000,34
CUST-107584,7,28.7,18.3,36,45
CUST-107585,8,43.2,11.3,109,7
CUST-107586,17,87.5,38.8,2289,1
CUST-107587,3,44.9,15.0,96,32
CUST-107588,2,29.2,18.1,47,17
CUST-107589,24,88.7,93.6,6739,32
CUST-107590,6,32.3,11.1,24,1
CUST-107591,22,94.3,44.2,2784,20
CUST-107592,4,32.0,4.2,1,29
CUST-107593,19,70.2,73.6,5814,10
CUST-107594,17,77.6,72.7,872,23
CUST-107595,3,28.0,10.9,46,0
CUST-107596,22,68.7,69.0,1104,2
CUST-107597,24,55.0,81.7,980,13
CUST-107598,10,16.5,7.6,53,3
CUST-107599,1,40.8,12.5,130,34
CUST-107600,8,43.4,12.8,18,29
CUST-107601,12,22.6,20.1,19,19
CUST-107602,3,30.7,4.9,149,15
CUST-107603,27,66.1,85.2,4174,4
CUST-107604,9,40.3,20.9,99,2
CUST-107605,19,69.5,87.8,126,19
CUST-107606,7,23.1,9.1,18,42
CUST-107607,26,73.8,55.5,777,17
CUST-107608,15,51.9,59.1,65,33
CUST-107609,23,76.4,51.2,819,12
CUST-107610,13,10.6,17.4,48,36
CUST-107611,13,11.2,9.9,36,32
CUST-107612,14,25.0,7.7,25,34
CUST-107613,24,92.0,109.2,5678,41
CUST-107614,10,28.2,18.7,138,12
CUST-107615,26,77.3,88.3,100,33
CUST-107616,15,86.8,43.2,65,16
CUST-107617,27,77.2,77.2,36,25
CUST-107618,16,51.6,65.1,120,23
CUST-107619,25,56.2,65.7,2365,34
CUST-107620,4,19.2,17.2,141,22
CUST-107621,3,26.8,21.0,130,26
CUST-107622,24,56.0,98.9,115,10
CUST-107623,6,24.5,19.9,118,8
CUST-107624,9,39.7,18.5,5,42
CUST-107625,15,63.3,94.7,4261,11
CUST-107626,7,33.8,17.0,85,13
CUST-107627,13,34.8,14.4,105,2
CUST-107628,2,25.5,7.3,120,2
CUST-107629,3,14.3,11.3,83,4
CUST-107630,18,73.3,39.0,2028,2
CUST-107631,14,18.0,20.0,142,34
CUST-107632,20,91.4,59.3,47,18
