customer_id,total_tickets_logged,avg_resolution_time_hrs,escalated_tickets_count,latest_csat_score,primary_issue_category
CUST-106438,0,0.0,0,,None
CUST-106439,0,0.0,0,,None
CUST-106440,1,51.9,1,3,Billing Inquiry
CUST-106441,0,0.0,0,,None
CUST-106442,2,20.1,0,4,Billing Inquiry
CUST-106443,1,44.4,0,1,Technical Bug
CUST-106444,0,0.0,0,,None
CUST-106445,0,0.0,0,,None
CUST-106446,3,43.7,0,2,Onboarding Help
CUST-106447,4,31.0,1,3,Feature Request
CUST-106448,3,46.3,0,1,Onboarding Help
CUST-106449,0,0.0,0,,None
CUST-106450,0,0.0,0,,None
CUST-106451,0,0.0,0,,None
CUST-106452,3,40.5,1,2,Billing Inquiry
CUST-106453,2,20.1,0,4,Billing Inquiry
CUST-106454,1,3.1,0,5,Feature Request
CUST-106455,4,12.2,1,2,Technical Bug
CUST-106456,0,0.0,0,,None
CUST-106457,2,71.4,1,2,Billing Inquiry
CUST-106458,2,4.6,0,,Billing Inquiry
CUST-106459,2,64.6,1,3,Feature Request
CUST-106460,4,46.3,1,1,Billing Inquiry
CUST-106461,1,6.8,0,5,Feature Request
CUST-106462,1,2.0,0,4,Technical Bug
CUST-106463,3,13.6,0,4,Technical Bug
CUST-106464,0,0.0,0,,None
CUST-106465,0,0.0,0,,None
CUST-106466,6,38.0,1,2,Onboarding Help
CUST-106467,0,0.0,0,,None
CUST-106468,1,4.2,0,,Feature Request
CUST-106469,2,49.1,0,3,Feature Request
CUST-106470,2,42.1,0,1,Feature Request
CUST-106471,4,19.1,1,2,Technical Bug
CUST-106472,1,8.3,0,,Onboarding Help
CUST-106473,1,26.3,0,3,Onboarding Help
CUST-106474,1,6.8,0,5,Onboarding Help
CUST-106475,1,11.4,0,5,Onboarding Help
CUST-106476,1,4.6,0,4,Onboarding Help
CUST-106477,1,44.4,0,3,Onboarding Help
CUST-106478,0,0.0,0,,None
CUST-106479,2,7.1,0,5,Feature Request
CUST-106480,3,32.2,0,1,Onboarding Help
CUST-106481,2,49.4,1,3,Technical Bug
CUST-106482,1,41.8,1,2,Feature Request
CUST-106483,0,0.0,0,,None
CUST-106484,1,16.4,0,4,Billing Inquiry
CUST-106485,1,17.4,0,4,Onboarding Help
CUST-106486,2,28.4,1,3,Technical Bug
CUST-106487,1,6.0,0,4,Technical Bug
CUST-106488,0,0.0,0,,None
CUST-106489,1,7.9,0,5,Feature Request
CUST-106490,0,0.0,0,,None
CUST-106491,0,0.0,0,,None
CUST-106492,0,0.0,0,,None
CUST-106493,1,24.2,0,3,Onboarding Help
CUST-106494,1,28.1,0,2,Feature Request
CUST-106495,1,53.1,0,2,Technical Bug
CUST-106496,1,44.7,0,1,Onboarding Help
CUST-106497,4,26.2,1,3,Onboarding Help
CUST-106498,0,0.0,0,,None
CUST-106499,0,0.0,0,,None
CUST-106500,0,0.0,0,,None
CUST-106501,1,51.1,1,1,Billing Inquiry
CUST-106502,1,69.1,0,2,Onboarding Help
CUST-106503,2,50.6,1,3,Onboarding Help
CUST-106504,1,13.9,0,5,Feature Request
CUST-106505,3,43.7,1,1,Billing Inquiry
CUST-106506,4,20.3,0,4,Feature Request
CUST-106507,1,7.8,0,5,Onboarding Help
CUST-106508,0,0.0,0,,None
CUST-106509,1,47.1,1,2,Technical Bug
CUST-106510,1,37.6,0,3,Feature Request
CUST-106511,1,19.5,0,5,Billing Inquiry
CUST-106512,1,13.6,0,,Onboarding Help
CUST-106513,2,28.5,0,2,Feature Request
CUST-106514,3,51.2,1,3,Feature Request
CUST-106515,1,26.1,0,2,Technical Bug
CUST-106516,2,14.4,1,3,Billing Inquiry
CUST-106517,1,36.2,0,2,Onboarding Help
CUST-106518,0,0.0,0,,None
CUST-106519,0,0.0,0,,None
CUST-106520,1,43.3,0,3,Onboarding Help
CUST-106521,0,0.0,0,,None
CUST-106522,3,39.5,0,3,Onboarding Help
CUST-106523,1,18.2,1,2,Feature Request
CUST-106524,0,0.0,0,,None
CUST-106525,0,0.0,0,,None
CUST-106526,1,6.3,0,,Feature Request
CUST-106527,1,63.8,0,2,Onboarding Help
CUST-106528,1,14.6,0,4,Onboarding Help
CUST-106529,0,0.0,0,,None
CUST-106530,2,68.5,0,1,Technical Bug
CUST-106531,1,53.6,0,3,Technical Bug
CUST-106532,4,50.8,0,3,Feature Request
CUST-106533,1,18.0,0,4,Feature Request
CUST-106534,0,0.0,0,,None
CUST-106535,2,50.5,1,3,Feature Request
CUST-106536,1,36.7,0,2,Technical Bug
CUST-106537,2,46.8,1,1,Billing Inquiry
CUST-106538,1,45.1,0,2,Feature Request
CUST-106539,1,50.1,0,3,Billing Inquiry
CUST-106540,2,33.9,0,3,Onboarding Help
CUST-106541,2,29.0,0,3,Billing Inquiry
CUST-106542,0,0.0,0,,None
CUST-106543,2,26.4,1,1,Billing Inquiry
CUST-106544,0,0.0,0,,None
CUST-106545,3,57.0,1,3,Onboarding Help
CUST-106546,1,56.6,0,1,Onboarding Help
CUST-106547,0,0.0,0,,None
CUST-106548,1,2.1,0,5,Billing Inquiry
CUST-106549,2,61.2,0,1,Onboarding Help
CUST-106550,0,0.0,0,,None
CUST-106551,4,31.0,0,2,Feature Request
CUST-106552,3,37.9,0,3,Technical Bug
CUST-106553,1,22.7,0,4,Onboarding Help
CUST-106554,2,35.4,1,3,Billing Inquiry
CUST-106555,0,0.0,0,,None
CUST-106556,0,0.0,0,,None
CUST-106557,1,10.9,0,4,Feature Request
CUST-106558,2,3.3,0,,Onboarding Help
CUST-106559,1,31.6,0,2,Billing Inquiry
CUST-106560,2,61.9,0,2,Billing Inquiry
CUST-106561,4,16.2,0,5,Billing Inquiry
CUST-106562,5,50.1,1,3,Onboarding Help
CUST-106563,0,0.0,0,,None
CUST-106564,0,0.0,0,,None
CUST-106565,1,20.5,0,5,Billing Inquiry
CUST-106566,1,30.1,0,2,Onboarding Help
CUST-106567,1,13.4,0,5,Feature Request
CUST-106568,4,30.5,0,1,Technical Bug
CUST-106569,0,0.0,0,,None
CUST-106570,3,35.0,0,2,Technical Bug
CUST-106571,2,46.7,0,1,Feature Request
CUST-106572,1,23.0,0,3,Billing Inquiry
CUST-106573,3,57.0,1,2,Onboarding Help
CUST-106574,1,8.8,0,,Billing Inquiry
CUST-106575,2,13.7,0,5,Feature Request
CUST-106576,0,0.0,0,,None
CUST-106577,3,69.7,0,2,Feature Request
CUST-106578,1,20.9,0,4,Onboarding Help
CUST-106579,1,15.0,0,5,Feature Request
CUST-106580,0,0.0,0,,None
CUST-106581,2,30.8,0,1,Billing Inquiry
CUST-106582,1,20.4,0,,Feature Request
CUST-106583,3,67.8,1,2,Technical Bug
CUST-106584,2,7.3,0,,Feature Request
CUST-106585,0,0.0,0,,None
CUST-106586,0,0.0,0,,None
CUST-106587,1,20.2,0,5,Onboarding Help
CUST-106588,0,0.0,0,,None
CUST-106589,0,0.0,0,,None
CUST-106590,1,13.4,1,1,Technical Bug
CUST-106591,0,0.0,0,,None
CUST-106592,1,56.0,0,3,Billing Inquiry
CUST-106593,0,0.0,0,,None
CUST-106594,2,19.3,0,5,Feature Request
CUST-106595,1,53.4,1,3,Feature Request
CUST-106596,4,22.2,1,3,Technical Bug
CUST-106597,2,18.6,0,3,Technical Bug
CUST-106598,1,46.5,0,1,Billing Inquiry
CUST-106599,2,39.0,1,2,Billing Inquiry
CUST-106600,1,30.3,0,2,Technical Bug
CUST-106601,1,13.8,1,1,Feature Request
CUST-106602,2,4.1,0,4,Feature Request
CUST-106603,0,0.0,0,,None
CUST-106604,1,21.3,0,5,Onboarding Help
CUST-106605,2,5.7,0,,Onboarding Help
CUST-106606,1,5.7,0,5,Technical Bug
CUST-106607,1,40.9,1,3,Feature Request
CUST-106608,2,19.9,0,4,Technical Bug
CUST-106609,0,0.0,0,,None
CUST-106610,1,42.8,0,2,Feature Request
CUST-106611,1,36.9,0,1,Billing Inquiry
CUST-106612,1,49.4,1,1,Billing Inquiry
CUST-106613,1,2.1,0,,Technical Bug
CUST-106614,2,27.0,1,1,Billing Inquiry
CUST-106615,1,41.0,0,2,Feature Request
CUST-106616,3,34.2,0,3,Billing Inquiry
CUST-106617,1,12.8,0,4,Technical Bug
CUST-106618,3,26.1,1,3,Feature Request
CUST-106619,0,0.0,0,,None
CUST-106620,1,62.8,0,2,Billing Inquiry
CUST-106621,1,7.1,0,5,Onboarding Help
CUST-106622,3,13.9,0,5,Technical Bug
CUST-106623,1,16.0,0,4,Onboarding Help
CUST-106624,1,67.0,1,3,Feature Request
CUST-106625,1,17.1,0,5,Feature Request
CUST-106626,1,42.2,1,2,Technical Bug
CUST-106627,0,0.0,0,,None
CUST-106628,1,3.9,0,5,Technical Bug
CUST-106629,1,31.1,0,3,Billing Inquiry
CUST-106630,2,70.3,1,3,Technical Bug
CUST-106631,1,13.5,0,2,Technical Bug
CUST-106632,1,25.8,1,3,Billing Inquiry
CUST-106633,0,0.0,0,,None
CUST-106634,2,47.7,0,2,Feature Request
CUST-106635,3,20.5,0,2,Feature Request
CUST-106636,2,60.1,0,1,Feature Request
CUST-106637,1,3.4,0,4,Billing Inquiry
CUST-106638,2,59.2,0,1,Onboarding Help
CUST-106639,1,24.5,1,2,Onboarding Help
CUST-106640,1,19.0,0,4,Billing Inquiry
CUST-106641,1,31.5,0,3,Technical Bug
CUST-106642,0,0.0,0,,None
CUST-106643,1,23.2,0,1,Onboarding Help
CUST-106644,4,27.8,1,3,Billing Inquiry
CUST-106645,1,46.2,0,2,Technical Bug
CUST-106646,4,57.9,0,1,Billing Inquiry
CUST-106647,1,4.6,0,4,Billing Inquiry
CUST-106648,0,0.0,0,,None
CUST-106649,0,0.0,0,,None
CUST-106650,5,16.0,0,4,Billing Inquiry
CUST-106651,3,33.8,0,1,Onboarding Help
CUST-106652,2,56.8,1,1,Billing Inquiry
CUST-106653,0,0.0,0,,None
CUST-106654,4,70.3,1,2,Billing Inquiry
CUST-106655,2,44.9,1,2,Technical Bug
CUST-106656,1,17.8,0,5,Billing Inquiry
CUST-106657,2,4.1,0,4,Technical Bug
CUST-106658,3,9.2,0,5,Billing Inquiry
CUST-106659,0,0.0,0,,None
CUST-106660,0,0.0,0,,None
CUST-106661,1,15.1,0,1,Onboarding Help
CUST-106662,1,21.0,0,3,Technical Bug
CUST-106663,1,3.5,0,4,Billing Inquiry
CUST-106664,1,12.6,0,4,Technical Bug
CUST-106665,1,55.1,1,3,Feature Request
CUST-106666,1,24.8,0,2,Billing Inquiry
CUST-106667,0,0.0,0,,None
CUST-106668,0,0.0,0,,None
CUST-106669,0,0.0,0,,None
CUST-106670,1,23.1,1,2,Technical Bug
CUST-106671,0,0.0,0,,None
CUST-106672,0,0.0,0,,None
CUST-106673,0,0.0,0,,None
CUST-106674,0,0.0,0,,None
CUST-106675,0,0.0,0,,None
CUST-106676,0,0.0,0,,None
CUST-106677,0,0.0,0,,None
CUST-106678,2,20.8,0,3,Onboarding Help
CUST-106679,0,0.0,0,,None
CUST-106680,1,68.1,0,1,Technical Bug
CUST-106681,2,62.2,1,1,Feature Request
CUST-106682,1,43.2,0,3,Billing Inquiry
CUST-106683,1,8.0,0,4,Technical Bug
CUST-106684,1,19.8,0,2,Feature Request
CUST-106685,1,8.3,0,4,Billing Inquiry
CUST-106686,3,60.3,1,2,Billing Inquiry
CUST-106687,0,0.0,0,,None
CUST-106688,0,0.0,0,,None
CUST-106689,2,39.4,1,1,Feature Request
CUST-106690,2,59.6,0,1,Feature Request
CUST-106691,1,40.6,1,2,Technical Bug
CUST-106692,1,19.0,0,4,Billing Inquiry
CUST-106693,5,37.6,0,1,Technical Bug
CUST-106694,0,0.0,0,,None
CUST-106695,1,21.5,0,1,Onboarding Help
CUST-106696,0,0.0,0,,None
CUST-106697,0,0.0,0,,None
CUST-106698,1,71.0,1,1,Billing Inquiry
CUST-106699,3,58.7,1,3,Onboarding Help
CUST-106700,1,20.1,0,5,Onboarding Help
CUST-106701,2,22.5,0,3,Feature Request
CUST-106702,0,0.0,0,,None
CUST-106703,2,53.8,1,3,Feature Request
CUST-106704,1,50.0,0,3,Billing Inquiry
CUST-106705,2,66.8,1,2,Onboarding Help
CUST-106706,5,25.9,0,1,Billing Inquiry
CUST-106707,0,0.0,0,,None
CUST-106708,1,9.6,0,4,Onboarding Help
CUST-106709,0,0.0,0,,None
CUST-106710,1,28.9,0,2,Billing Inquiry
CUST-106711,2,60.3,0,3,Billing Inquiry
CUST-106712,2,26.6,1,3,Onboarding Help
CUST-106713,1,14.7,0,,Feature Request
CUST-106714,1,22.1,0,5,Billing Inquiry
CUST-106715,3,49.7,1,3,Technical Bug
CUST-106716,0,0.0,0,,None
CUST-106717,1,24.6,0,3,Technical Bug
CUST-106718,2,14.6,1,2,Billing Inquiry
CUST-106719,0,0.0,0,,None
CUST-106720,1,6.0,0,4,Onboarding Help
CUST-106721,0,0.0,0,,None
CUST-106722,1,41.6,1,3,Feature Request
CUST-106723,1,58.4,0,1,Onboarding Help
CUST-106724,0,0.0,0,,None
CUST-106725,2,63.9,1,2,Feature Request
CUST-106726,3,20.9,1,1,Billing Inquiry
CUST-106727,1,68.1,1,1,Billing Inquiry
CUST-106728,1,15.3,0,5,Billing Inquiry
CUST-106729,0,0.0,0,,None
CUST-106730,0,0.0,0,,None
CUST-106731,2,64.3,1,1,Billing Inquiry
CUST-106732,1,61.0,0,3,Technical Bug
CUST-106733,1,22.7,1,1,Onboarding Help
CUST-106734,3,26.3,0,1,Feature Request
CUST-106735,1,4.9,0,5,Technical Bug
CUST-106736,1,4.9,0,4,Billing Inquiry
CUST-106737,4,66.0,0,3,Feature Request
CUST-106738,1,64.4,0,3,Onboarding Help
CUST-106739,3,11.5,0,5,Billing Inquiry
CUST-106740,1,50.3,0,3,Billing Inquiry
CUST-106741,1,57.6,1,3,Billing Inquiry
CUST-106742,4,37.8,1,2,Feature Request
CUST-106743,3,50.7,1,3,Technical Bug
CUST-106744,3,70.3,0,1,Technical Bug
CUST-106745,2,22.3,0,1,Technical Bug
CUST-106746,0,0.0,0,,None
CUST-106747,2,21.7,0,5,Feature Request
CUST-106748,1,11.1,0,5,Onboarding Help
CUST-106749,3,8.8,0,5,Onboarding Help
CUST-106750,1,35.4,1,3,Onboarding Help
CUST-106751,1,30.5,1,2,Billing Inquiry
CUST-106752,3,12.3,0,4,Onboarding Help
CUST-106753,2,35.5,1,3,Onboarding Help
CUST-106754,0,0.0,0,,None
CUST-106755,0,0.0,0,,None
CUST-106756,0,0.0,0,,None
CUST-106757,0,0.0,0,,None
CUST-106758,0,0.0,0,,None
CUST-106759,1,8.3,0,5,Onboarding Help
CUST-106760,1,36.7,0,2,Feature Request
CUST-106761,2,36.9,1,1,Billing Inquiry
CUST-106762,2,13.5,0,4,Onboarding Help
CUST-106763,1,27.0,0,3,Billing Inquiry
CUST-106764,3,71.8,0,2,Onboarding Help
CUST-106765,0,0.0,0,,None
CUST-106766,2,40.3,0,3,Feature Request
CUST-106767,1,63.5,0,1,Onboarding Help
CUST-106768,4,40.6,1,1,Billing Inquiry
CUST-106769,1,60.2,1,1,Feature Request
CUST-106770,3,71.1,0,3,Technical Bug
CUST-106771,2,3.1,0,5,Billing Inquiry
CUST-106772,2,41.0,0,3,Billing Inquiry
CUST-106773,5,26.6,0,3,Billing Inquiry
CUST-106774,1,51.4,1,2,Feature Request
CUST-106775,1,35.8,1,2,Onboarding Help
CUST-106776,0,0.0,0,,None
CUST-106777,2,3.9,0,5,Feature Request
CUST-106778,1,22.1,0,2,Onboarding Help
CUST-106779,2,20.0,0,3,Onboarding Help
CUST-106780,0,0.0,0,,None
CUST-106781,1,40.2,0,1,Onboarding Help
CUST-106782,2,47.9,1,2,Billing Inquiry
CUST-106783,1,7.4,0,4,Technical Bug
CUST-106784,0,0.0,0,,None
CUST-106785,0,0.0,0,,None
CUST-106786,2,5.6,0,4,Billing Inquiry
CUST-106787,3,63.9,0,1,Technical Bug
CUST-106788,1,69.1,1,2,Billing Inquiry
CUST-106789,0,0.0,0,,None
CUST-106790,2,12.7,0,5,Billing Inquiry
CUST-106791,0,0.0,0,,None
CUST-106792,0,0.0,0,,None
CUST-106793,0,0.0,0,,None
CUST-106794,0,0.0,0,,None
CUST-106795,1,4.0,0,4,Technical Bug
CUST-106796,1,65.5,1,1,Feature Request
CUST-106797,0,0.0,0,,None
CUST-106798,1,2.9,0,4,Technical Bug
CUST-106799,0,0.0,0,,None
CUST-106800,1,33.1,1,1,Feature Request
CUST-106801,2,18.4,0,1,Feature Request
CUST-106802,2,27.5,0,2,Technical Bug
CUST-106803,1,64.3,1,1,Billing Inquiry
CUST-106804,0,0.0,0,,None
CUST-106805,3,24.3,0,1,Feature Request
CUST-106806,2,14.0,0,1,Onboarding Help
CUST-106807,4,25.7,1,1,Billing Inquiry
CUST-106808,1,16.7,0,4,Billing Inquiry
CUST-106809,0,0.0,0,,None
CUST-106810,1,6.4,0,5,Technical Bug
CUST-106811,1,13.6,0,5,Onboarding Help
CUST-106812,2,42.2,0,1,Feature Request
CUST-106813,1,46.5,1,1,Billing Inquiry
CUST-106814,4,53.0,1,2,Billing Inquiry
CUST-106815,0,0.0,0,,None
CUST-106816,1,34.8,1,2,Feature Request
CUST-106817,2,42.3,1,1,Billing Inquiry
CUST-106818,4,18.9,0,2,Technical Bug
CUST-106819,1,19.4,0,,Technical Bug
CUST-106820,1,18.7,0,,Feature Request
CUST-106821,1,22.8,0,4,Feature Request
CUST-106822,1,17.7,0,4,Billing Inquiry
CUST-106823,1,57.5,1,2,Technical Bug
CUST-106824,2,48.1,0,3,Feature Request
CUST-106825,2,13.3,0,4,Technical Bug
CUST-106826,2,65.3,1,1,Billing Inquiry
CUST-106827,0,0.0,0,,None
CUST-106828,0,0.0,0,,None
CUST-106829,0,0.0,0,,None
CUST-106830,2,23.8,0,2,Feature Request
CUST-106831,3,55.1,0,3,Billing Inquiry
CUST-106832,1,38.8,1,3,Billing Inquiry
CUST-106833,0,0.0,0,,None
CUST-106834,1,68.5,1,2,Technical Bug
CUST-106835,1,5.4,0,5,Billing Inquiry
CUST-106836,1,13.1,0,4,Feature Request
CUST-106837,0,0.0,0,,None
CUST-106838,0,0.0,0,,None
CUST-106839,0,0.0,0,,None
CUST-106840,0,0.0,0,,None
CUST-106841,1,33.7,0,1,Technical Bug
CUST-106842,2,21.2,0,1,Feature Request
CUST-106843,3,25.5,1,3,Billing Inquiry
CUST-106844,1,21.2,1,1,Onboarding Help
CUST-106845,3,8.5,0,5,Onboarding Help
CUST-106846,1,39.2,0,3,Onboarding Help
CUST-106847,1,46.0,1,3,Feature Request
CUST-106848,0,0.0,0,,None
CUST-106849,2,39.8,1,2,Billing Inquiry
CUST-106850,2,13.4,1,3,Onboarding Help
CUST-106851,0,0.0,0,,None
CUST-106852,1,33.6,1,1,Technical Bug
CUST-106853,2,68.7,1,2,Feature Request
CUST-106854,3,31.2,1,3,Billing Inquiry
CUST-106855,1,18.9,0,,Technical Bug
CUST-106856,1,48.8,0,1,Feature Request
CUST-106857,2,30.5,0,2,Billing Inquiry
CUST-106858,1,27.5,0,2,Technical Bug
CUST-106859,1,58.4,1,2,Technical Bug
CUST-106860,1,13.1,0,5,Technical Bug
CUST-106861,1,40.2,1,1,Technical Bug
CUST-106862,1,29.2,0,3,Onboarding Help
CUST-106863,2,33.7,0,2,Billing Inquiry
CUST-106864,0,0.0,0,,None
CUST-106865,3,7.0,0,4,Feature Request
CUST-106866,0,0.0,0,,None
CUST-106867,1,20.1,0,2,Onboarding Help
CUST-106868,1,41.5,1,2,Feature Request
CUST-106869,0,0.0,0,,None
CUST-106870,2,20.0,0,4,Billing Inquiry
CUST-106871,1,22.0,0,,Onboarding Help
CUST-106872,0,0.0,0,,None
CUST-106873,4,53.1,0,3,Technical Bug
CUST-106874,1,7.2,0,4,Billing Inquiry
CUST-106875,1,14.3,0,4,Onboarding Help
CUST-106876,3,31.5,0,2,Onboarding Help
CUST-106877,2,35.4,1,3,Technical Bug
CUST-106878,1,5.0,0,,Feature Request
CUST-106879,0,0.0,0,,None
CUST-106880,0,0.0,0,,None
CUST-106881,3,8.6,0,4,Feature Request
CUST-106882,1,65.4,0,2,Feature Request
CUST-106883,4,27.3,1,1,Technical Bug
CUST-106884,0,0.0,0,,None
CUST-106885,2,34.0,0,2,Technical Bug
CUST-106886,1,55.6,1,1,Technical Bug
CUST-106887,1,21.4,0,3,Technical Bug
CUST-106888,0,0.0,0,,None
CUST-106889,3,14.1,0,3,Billing Inquiry
CUST-106890,3,24.7,1,2,Technical Bug
CUST-106891,4,69.4,1,1,Onboarding Help
CUST-106892,2,67.6,0,3,Billing Inquiry
CUST-106893,1,14.3,0,4,Technical Bug
CUST-106894,1,19.0,0,4,Technical Bug
CUST-106895,2,9.7,0,4,Billing Inquiry
CUST-106896,3,58.3,1,3,Technical Bug
CUST-106897,1,52.0,1,2,Technical Bug
CUST-106898,1,6.3,0,,Feature Request
CUST-106899,1,2.7,0,,Onboarding Help
CUST-106900,1,42.1,0,1,Technical Bug
CUST-106901,2,23.0,0,4,Billing Inquiry
CUST-106902,1,3.7,0,5,Onboarding Help
CUST-106903,2,66.6,0,3,Technical Bug
CUST-106904,5,29.8,0,1,Onboarding Help
CUST-106905,1,15.8,0,4,Onboarding Help
CUST-106906,2,61.8,1,2,Technical Bug
CUST-106907,1,5.6,0,5,Billing Inquiry
CUST-106908,3,36.3,1,2,Technical Bug
CUST-106909,3,34.8,0,3,Onboarding Help
CUST-106910,2,42.1,1,2,Technical Bug
CUST-106911,1,30.4,1,2,Billing Inquiry
CUST-106912,1,16.3,1,2,Technical Bug
CUST-106913,1,18.3,0,,Feature Request
CUST-106914,4,42.0,0,1,Technical Bug
CUST-106915,0,0.0,0,,None
CUST-106916,1,12.8,0,5,Technical Bug
CUST-106917,0,0.0,0,,None
CUST-106918,1,70.9,1,3,Technical Bug
CUST-106919,3,52.4,1,3,Billing Inquiry
CUST-106920,5,37.2,0,3,Billing Inquiry
CUST-106921,5,34.7,1,3,Onboarding Help
CUST-106922,3,10.1,0,5,Billing Inquiry
CUST-106923,0,0.0,0,,None
CUST-106924,1,22.9,0,1,Feature Request
CUST-106925,1,18.1,0,4,Feature Request
CUST-106926,2,12.7,0,2,Technical Bug
CUST-106927,0,0.0,0,,None
CUST-106928,1,8.9,0,4,Onboarding Help
CUST-106929,3,27.1,0,2,Feature Request
CUST-106930,3,29.4,0,2,Technical Bug
CUST-106931,1,15.4,0,5,Technical Bug
CUST-106932,1,39.6,0,1,Feature Request
CUST-106933,1,23.1,1,2,Feature Request
CUST-106934,2,18.6,0,4,Technical Bug
CUST-106935,2,41.3,1,2,Billing Inquiry
CUST-106936,4,53.5,0,1,Onboarding Help
CUST-106937,1,15.0,0,5,Technical Bug
CUST-106938,1,20.1,1,2,Onboarding Help
CUST-106939,4,71.3,0,3,Onboarding Help
CUST-106940,3,12.8,0,2,Technical Bug
CUST-106941,1,18.5,0,5,Feature Request
CUST-106942,0,0.0,0,,None
CUST-106943,5,70.7,0,3,Billing Inquiry
CUST-106944,1,16.1,0,5,Feature Request
CUST-106945,1,32.9,1,1,Feature Request
CUST-106946,4,48.9,1,3,Feature Request
CUST-106947,2,22.9,0,4,Feature Request
CUST-106948,1,43.7,1,1,Onboarding Help
CUST-106949,2,5.7,0,5,Onboarding Help
CUST-106950,3,69.9,0,3,Technical Bug
CUST-106951,2,24.1,1,1,Onboarding Help
CUST-106952,2,8.4,0,5,Feature Request
CUST-106953,2,13.5,0,2,Billing Inquiry
CUST-106954,2,37.9,1,2,Billing Inquiry
CUST-106955,1,53.2,1,1,Technical Bug
CUST-106956,1,20.3,0,4,Billing Inquiry
CUST-106957,2,2.6,0,5,Onboarding Help
CUST-106958,2,16.1,0,,Billing Inquiry
CUST-106959,1,12.0,0,4,Onboarding Help
CUST-106960,1,26.5,0,3,Onboarding Help
CUST-106961,1,27.7,1,2,Onboarding Help
CUST-106962,3,49.4,0,1,Billing Inquiry
CUST-106963,0,0.0,0,,None
CUST-106964,1,45.4,1,2,Onboarding Help
CUST-106965,0,0.0,0,,None
CUST-106966,0,0.0,0,,None
CUST-106967,2,45.7,0,1,Feature Request
CUST-106968,0,0.0,0,,None
CUST-106969,0,0.0,0,,None
CUST-106970,1,69.7,0,2,Billing Inquiry
CUST-106971,1,13.1,1,1,Technical Bug
CUST-106972,2,6.4,0,5,Onboarding Help
CUST-106973,0,0.0,0,,None
CUST-106974,4,33.8,0,3,Billing Inquiry
CUST-106975,3,66.4,0,1,Onboarding Help
CUST-106976,0,0.0,0,,None
CUST-106977,1,13.5,0,1,Technical Bug
CUST-106978,1,18.7,0,5,Billing Inquiry
CUST-106979,0,0.0,0,,None
CUST-106980,2,44.9,0,3,Onboarding Help
CUST-106981,3,49.4,0,2,Billing Inquiry
CUST-106982,0,0.0,0,,None
CUST-106983,0,0.0,0,,None
CUST-106984,1,51.2,0,1,Onboarding Help
CUST-106985,0,0.0,0,,None
CUST-106986,0,0.0,0,,None
CUST-106987,0,0.0,0,,None
CUST-106988,0,0.0,0,,None
CUST-106989,1,5.5,0,,Billing Inquiry
CUST-106990,2,71.2,0,2,Technical Bug
CUST-106991,1,39.4,1,1,Onboarding Help
CUST-106992,3,53.5,0,3,Billing Inquiry
CUST-106993,0,0.0,0,,None
CUST-106994,3,32.1,0,1,Technical Bug
CUST-106995,3,24.3,0,1,Onboarding Help
CUST-106996,2,26.8,0,2,Technical Bug
CUST-106997,3,54.7,0,3,Onboarding Help
CUST-106998,0,0.0,0,,None
CUST-106999,2,65.5,0,2,Feature Request
CUST-107000,0,0.0,0,,None
CUST-107001,0,0.0,0,,None
CUST-107002,1,8.7,0,5,Technical Bug
CUST-107003,1,19.1,1,3,Billing Inquiry
CUST-107004,2,59.1,0,3,Onboarding Help
CUST-107005,6,69.8,0,3,Billing Inquiry
CUST-107006,0,0.0,0,,None
CUST-107007,2,23.0,0,1,Technical Bug
CUST-107008,3,66.9,1,3,Billing Inquiry
CUST-107009,3,42.7,1,1,Feature Request
CUST-107010,1,7.1,0,4,Feature Request
CUST-107011,1,13.5,0,5,Billing Inquiry
CUST-107012,1,15.8,0,4,Technical Bug
CUST-107013,0,0.0,0,,None
CUST-107014,0,0.0,0,,None
CUST-107015,2,60.6,0,2,Feature Request
CUST-107016,0,0.0,0,,None
CUST-107017,1,10.7,0,4,Billing Inquiry
CUST-107018,0,0.0,0,,None
CUST-107019,2,29.9,1,1,Onboarding Help
CUST-107020,1,7.3,0,5,Onboarding Help
CUST-107021,0,0.0,0,,None
CUST-107022,0,0.0,0,,None
CUST-107023,1,22.8,0,1,Onboarding Help
CUST-107024,0,0.0,0,,None
CUST-107025,0,0.0,0,,None
CUST-107026,1,35.5,1,2,Feature Request
CUST-107027,1,7.3,0,5,Billing Inquiry
CUST-107028,3,52.6,0,2,Feature Request
CUST-107029,0,0.0,0,,None
CUST-107030,2,36.8,0,2,Billing Inquiry
CUST-107031,1,19.8,0,5,Feature Request
CUST-107032,2,19.4,1,2,Onboarding Help
CUST-107033,2,18.7,1,2,Feature Request
CUST-107034,0,0.0,0,,None
CUST-107035,1,52.8,0,1,Feature Request
CUST-107036,1,45.1,0,2,Billing Inquiry
CUST-107037,1,5.5,0,5,Feature Request
CUST-107038,0,0.0,0,,None
CUST-107039,1,18.0,0,5,Billing Inquiry
CUST-107040,2,45.5,1,3,Feature Request
CUST-107041,2,50.0,1,1,Feature Request
CUST-107042,1,2.3,0,4,Feature Request
CUST-107043,3,38.5,0,3,Billing Inquiry
CUST-107044,0,0.0,0,,None
CUST-107045,0,0.0,0,,None
CUST-107046,1,52.4,1,2,Feature Request
CUST-107047,1,19.0,0,5,Technical Bug
CUST-107048,6,29.8,0,3,Feature Request
