subscription_id,customer_id,plan_name,billing_cycle,monthly_recurring_revenue,start_date,end_date,subscription_status,churn_reason
SUB-207001,CUST-107001,Professional,Annual,126.65,2024-03-04,,Active,
SUB-207002,CUST-107002,Starter,Annual,41.65,2025-03-18,,Active,
SUB-207003,CUST-107003,Professional,Monthly,149.0,2024-09-20,2024-10-05,Churned,Poor Customer Support Experience
SUB-207004,CUST-107004,Professional,Monthly,149.0,2025-08-03,2025-08-27,Churned,Business Closed / Downsized
SUB-207005,CUST-107005,Starter,Monthly,49.0,2024-04-21,,Active,
SUB-207006,CUST-107006,Starter,Annual,41.65,2025-02-14,,Active,
SUB-207007,CUST-107007,Starter,Monthly,49.0,2024-11-23,2025-09-02,Churned,Missing Core Features
SUB-207008,CUST-107008,Starter,Monthly,49.0,2024-04-16,2025-04-01,Churned,High Price / Budget Cuts
SUB-207009,CUST-107009,Starter,Monthly,49.0,2024-09-16,2024-10-07,Churned,Difficult Onboarding / Low Adoption
SUB-207010,CUST-107010,Starter,Annual,41.65,2025-04-08,,Active,
SUB-207011,CUST-107011,Custom Enterprise,Annual,1019.15,2024-04-01,,Active,
SUB-207012,CUST-107012,Enterprise,Monthly,499.0,2025-09-24,2025-10-16,Churned,Business Closed / Downsized
SUB-207013,CUST-107013,Professional,Annual,126.65,2025-07-09,,Active,
SUB-207014,CUST-107014,Enterprise,Annual,424.15,2025-03-23,,Active,
SUB-207015,CUST-107015,Starter,Monthly,49.0,2024-11-30,2025-05-28,Churned,High Price / Budget Cuts
SUB-207016,CUST-107016,Professional,Annual,126.65,2025-09-21,,Active,
SUB-207017,CUST-107017,Custom Enterprise,Annual,1019.15,2025-03-18,,Active,
SUB-207018,CUST-107018,Starter,Monthly,49.0,2025-04-26,2025-11-14,Churned,Missing Core Features
SUB-207019,CUST-107019,Starter,Monthly,49.0,2025-12-01,2025-12-31,Churned,Business Closed / Downsized
SUB-207020,CUST-107020,Professional,Annual,126.65,2024-04-29,,Active,
SUB-207021,CUST-107021,Enterprise,Monthly,499.0,2025-09-12,,Active,
SUB-207022,CUST-107022,Starter,Annual,41.65,2025-11-01,,Active,
SUB-207023,CUST-107023,Starter,Monthly,49.0,2024-02-29,2024-05-02,Churned,Difficult Onboarding / Low Adoption
SUB-207024,CUST-107024,Starter,Annual,41.65,2025-11-23,,Active,
SUB-207025,CUST-107025,Professional,Monthly,149.0,2025-04-10,2025-12-14,Churned,Missing Core Features
SUB-207026,CUST-107026,Starter,Monthly,49.0,2025-01-09,2025-12-02,Churned,Difficult Onboarding / Low Adoption
SUB-207027,CUST-107027,Enterprise,Annual,424.15,2025-01-26,,Active,
SUB-207028,CUST-107028,Professional,Monthly,149.0,2024-07-06,2024-11-25,Churned,Switched to Competitor
SUB-207029,CUST-107029,Custom Enterprise,Annual,1019.15,2025-10-09,,Active,
SUB-207030,CUST-107030,Professional,Monthly,149.0,2025-06-18,2025-07-30,Churned,Switched to Competitor
SUB-207031,CUST-107031,Professional,Monthly,149.0,2024-09-03,,Active,
SUB-207032,CUST-107032,Professional,Monthly,149.0,2025-10-20,2025-12-31,Churned,Poor Customer Support Experience
SUB-207033,CUST-107033,Starter,Monthly,49.0,2024-10-17,2025-01-16,Churned,Poor Customer Support Experience
SUB-207034,CUST-107034,Custom Enterprise,Annual,1019.15,2024-10-16,,Active,
SUB-207035,CUST-107035,Professional,Monthly,149.0,2024-10-13,2024-12-01,Churned,Switched to Competitor
SUB-207036,CUST-107036,Professional,Monthly,149.0,2024-09-09,,Active,
SUB-207037,CUST-107037,Professional,Monthly,149.0,2025-08-01,,Active,
SUB-207038,CUST-107038,Starter,Monthly,49.0,2024-11-05,2025-05-02,Churned,Missing Core Features
SUB-207039,CUST-107039,Starter,Annual,41.65,2025-04-24,2025-12-10,Churned,Business Closed / Downsized
SUB-207040,CUST-107040,Professional,Monthly,149.0,2024-09-04,,Active,
SUB-207041,CUST-107041,Starter,Monthly,49.0,2025-10-20,2025-12-31,Churned,Business Closed / Downsized
SUB-207042,CUST-107042,Professional,Annual,126.65,2024-03-07,2024-04-13,Churned,Difficult Onboarding / Low Adoption
SUB-207043,CUST-107043,Starter,Monthly,49.0,2024-11-24,2025-01-08,Churned,Switched to Competitor
SUB-207044,CUST-107044,Professional,Annual,126.65,2024-07-03,,Active,
SUB-207045,CUST-107045,Starter,Monthly,49.0,2024-09-09,,Active,
SUB-207046,CUST-107046,Starter,Monthly,49.0,2025-09-13,2025-10-01,Churned,Missing Core Features
SUB-207047,CUST-107047,Starter,Annual,41.65,2024-03-11,2024-03-30,Churned,Poor Customer Support Experience
SUB-207048,CUST-107048,Starter,Monthly,49.0,2024-08-15,,Active,
SUB-207049,CUST-107049,Starter,Monthly,49.0,2025-07-06,,Active,
SUB-207050,CUST-107050,Starter,Monthly,49.0,2024-10-21,2024-11-10,Churned,Switched to Competitor
SUB-207051,CUST-107051,Professional,Annual,126.65,2025-08-01,,Active,
SUB-207052,CUST-107052,Starter,Monthly,49.0,2024-08-14,2024-10-28,Churned,High Price / Budget Cuts
SUB-207053,CUST-107053,Enterprise,Annual,424.15,2025-03-28,,Active,
SUB-207054,CUST-107054,Starter,Monthly,49.0,2025-04-18,,Active,
SUB-207055,CUST-107055,Enterprise,Annual,424.15,2024-04-01,,Active,
SUB-207056,CUST-107056,Starter,Monthly,49.0,2025-02-04,2025-04-27,Churned,Poor Customer Support Experience
SUB-207057,CUST-107057,Professional,Monthly,149.0,2024-01-04,2024-04-06,Churned,Difficult Onboarding / Low Adoption
SUB-207058,CUST-107058,Professional,Monthly,149.0,2024-08-08,2025-04-12,Churned,Difficult Onboarding / Low Adoption
SUB-207059,CUST-107059,Starter,Monthly,49.0,2025-07-30,2025-12-31,Churned,Switched to Competitor
SUB-207060,CUST-107060,Professional,Annual,126.65,2024-01-08,,Active,
SUB-207061,CUST-107061,Starter,Monthly,49.0,2025-03-28,,Active,
SUB-207062,CUST-107062,Professional,Annual,126.65,2024-02-18,,Active,
SUB-207063,CUST-107063,Professional,Monthly,149.0,2025-07-12,2025-10-06,Churned,Difficult Onboarding / Low Adoption
SUB-207064,CUST-107064,Starter,Monthly,49.0,2024-07-11,2024-09-29,Churned,Switched to Competitor
SUB-207065,CUST-107065,Starter,Monthly,49.0,2024-02-14,2024-03-18,Churned,Difficult Onboarding / Low Adoption
SUB-207066,CUST-107066,Starter,Monthly,49.0,2024-12-16,,Active,
SUB-207067,CUST-107067,Starter,Annual,41.65,2025-04-01,,Active,
SUB-207068,CUST-107068,Enterprise,Monthly,499.0,2025-05-05,2025-12-10,Churned,Difficult Onboarding / Low Adoption
SUB-207069,CUST-107069,Starter,Monthly,49.0,2024-09-04,2025-01-18,Churned,High Price / Budget Cuts
SUB-207070,CUST-107070,Enterprise,Monthly,499.0,2024-10-20,,Active,
SUB-207071,CUST-107071,Custom Enterprise,Annual,1019.15,2025-02-27,,Active,
SUB-207072,CUST-107072,Starter,Monthly,49.0,2024-12-08,2025-02-12,Churned,Missing Core Features
SUB-207073,CUST-107073,Enterprise,Annual,424.15,2024-11-16,,Active,
SUB-207074,CUST-107074,Professional,Annual,126.65,2025-06-11,,Active,
SUB-207075,CUST-107075,Professional,Annual,126.65,2025-08-05,,Active,
SUB-207076,CUST-107076,Starter,Annual,41.65,2025-08-16,,Active,
SUB-207077,CUST-107077,Professional,Monthly,149.0,2025-10-17,,Active,
SUB-207078,CUST-107078,Starter,Monthly,49.0,2024-11-18,2025-04-23,Churned,Business Closed / Downsized
SUB-207079,CUST-107079,Starter,Annual,41.65,2024-09-19,,Active,
SUB-207080,CUST-107080,Professional,Monthly,149.0,2024-05-10,2024-09-27,Churned,Difficult Onboarding / Low Adoption
SUB-207081,CUST-107081,Starter,Monthly,49.0,2025-08-24,2025-09-20,Churned,Difficult Onboarding / Low Adoption
SUB-207082,CUST-107082,Starter,Monthly,49.0,2024-08-23,2025-01-14,Churned,Poor Customer Support Experience
SUB-207083,CUST-107083,Starter,Monthly,49.0,2025-03-15,2025-04-20,Churned,Difficult Onboarding / Low Adoption
SUB-207084,CUST-107084,Starter,Monthly,49.0,2025-07-12,2025-07-27,Churned,Switched to Competitor
SUB-207085,CUST-107085,Starter,Monthly,49.0,2024-05-26,2024-06-21,Churned,Missing Core Features
SUB-207086,CUST-107086,Starter,Monthly,49.0,2024-06-01,2024-07-24,Churned,Difficult Onboarding / Low Adoption
SUB-207087,CUST-107087,Professional,Annual,126.65,2025-09-13,,Active,
SUB-207088,CUST-107088,Starter,Annual,41.65,2024-11-08,,Active,
SUB-207089,CUST-107089,Professional,Monthly,149.0,2025-03-18,2025-08-03,Churned,High Price / Budget Cuts
SUB-207090,CUST-107090,Enterprise,Annual,424.15,2024-02-25,,Active,
SUB-207091,CUST-107091,Professional,Monthly,149.0,2025-11-03,2025-12-31,Churned,High Price / Budget Cuts
SUB-207092,CUST-107092,Starter,Monthly,49.0,2024-02-21,2024-10-26,Churned,High Price / Budget Cuts
SUB-207093,CUST-107093,Professional,Monthly,149.0,2025-03-17,,Active,
SUB-207094,CUST-107094,Professional,Monthly,149.0,2025-03-17,2025-04-15,Churned,Poor Customer Support Experience
SUB-207095,CUST-107095,Starter,Monthly,49.0,2024-11-12,2025-06-24,Churned,Business Closed / Downsized
SUB-207096,CUST-107096,Starter,Monthly,49.0,2024-12-30,2025-03-02,Churned,Missing Core Features
SUB-207097,CUST-107097,Starter,Monthly,49.0,2024-12-08,,Active,
SUB-207098,CUST-107098,Starter,Annual,41.65,2025-01-21,2025-11-27,Churned,Switched to Competitor
SUB-207099,CUST-107099,Starter,Monthly,49.0,2024-05-26,2025-08-08,Churned,Business Closed / Downsized
SUB-207100,CUST-107100,Enterprise,Annual,424.15,2024-11-07,,Active,
SUB-207101,CUST-107101,Starter,Monthly,49.0,2025-09-12,2025-12-31,Churned,Poor Customer Support Experience
SUB-207102,CUST-107102,Professional,Monthly,149.0,2025-04-23,2025-06-28,Churned,Business Closed / Downsized
SUB-207103,CUST-107103,Professional,Annual,126.65,2024-09-14,,Active,
SUB-207104,CUST-107104,Starter,Monthly,49.0,2024-12-27,2025-07-06,Churned,Business Closed / Downsized
SUB-207105,CUST-107105,Enterprise,Monthly,499.0,2024-03-30,2024-10-21,Churned,Business Closed / Downsized
SUB-207106,CUST-107106,Professional,Annual,126.65,2025-05-29,,Active,
SUB-207107,CUST-107107,Starter,Monthly,49.0,2025-06-18,2025-09-05,Churned,Business Closed / Downsized
SUB-207108,CUST-107108,Professional,Monthly,149.0,2024-09-13,2025-06-08,Churned,Switched to Competitor
SUB-207109,CUST-107109,Professional,Monthly,149.0,2025-11-27,2025-12-31,Churned,Difficult Onboarding / Low Adoption
SUB-207110,CUST-107110,Enterprise,Monthly,499.0,2024-03-26,2024-04-28,Churned,Missing Core Features
SUB-207111,CUST-107111,Professional,Monthly,149.0,2024-03-29,,Active,
SUB-207112,CUST-107112,Professional,Monthly,149.0,2025-07-07,,Active,
SUB-207113,CUST-107113,Professional,Monthly,149.0,2025-07-11,,Active,
SUB-207114,CUST-107114,Starter,Annual,41.65,2025-03-06,,Active,
SUB-207115,CUST-107115,Enterprise,Monthly,499.0,2024-07-27,,Active,
SUB-207116,CUST-107116,Enterprise,Annual,424.15,2025-09-16,,Active,
SUB-207117,CUST-107117,Professional,Monthly,149.0,2024-06-12,2024-09-07,Churned,High Price / Budget Cuts
SUB-207118,CUST-107118,Professional,Annual,126.65,2025-01-10,,Active,
SUB-207119,CUST-107119,Starter,Annual,41.65,2025-01-07,,Active,
SUB-207120,CUST-107120,Enterprise,Annual,424.15,2025-02-08,,Active,
SUB-207121,CUST-107121,Starter,Monthly,49.0,2024-01-05,,Active,
SUB-207122,CUST-107122,Starter,Monthly,49.0,2024-09-07,2024-12-02,Churned,High Price / Budget Cuts
SUB-207123,CUST-107123,Starter,Monthly,49.0,2024-04-25,2024-07-23,Churned,High Price / Budget Cuts
SUB-207124,CUST-107124,Starter,Monthly,49.0,2024-09-07,2024-11-13,Churned,Missing Core Features
SUB-207125,CUST-107125,Professional,Monthly,149.0,2025-08-12,2025-12-31,Churned,High Price / Budget Cuts
SUB-207126,CUST-107126,Professional,Monthly,149.0,2025-11-02,,Active,
SUB-207127,CUST-107127,Professional,Annual,126.65,2025-01-20,,Active,
SUB-207128,CUST-107128,Starter,Monthly,49.0,2024-06-27,2024-08-09,Churned,High Price / Budget Cuts
SUB-207129,CUST-107129,Enterprise,Annual,424.15,2024-08-11,,Active,
SUB-207130,CUST-107130,Professional,Monthly,149.0,2024-03-15,2024-05-04,Churned,Business Closed / Downsized
SUB-207131,CUST-107131,Professional,Monthly,149.0,2024-04-26,,Active,
SUB-207132,CUST-107132,Starter,Monthly,49.0,2025-04-08,2025-08-21,Churned,Business Closed / Downsized
SUB-207133,CUST-107133,Starter,Monthly,49.0,2024-02-03,2024-04-01,Churned,Poor Customer Support Experience
SUB-207134,CUST-107134,Enterprise,Annual,424.15,2025-06-16,,Active,
SUB-207135,CUST-107135,Starter,Monthly,49.0,2025-10-04,2025-12-24,Churned,Difficult Onboarding / Low Adoption
SUB-207136,CUST-107136,Starter,Monthly,49.0,2024-04-25,2024-08-30,Churned,High Price / Budget Cuts
SUB-207137,CUST-107137,Starter,Monthly,49.0,2024-08-07,2024-09-03,Churned,High Price / Budget Cuts
SUB-207138,CUST-107138,Starter,Monthly,49.0,2024-12-24,2025-03-08,Churned,Missing Core Features
SUB-207139,CUST-107139,Starter,Monthly,49.0,2024-02-13,2024-04-04,Churned,Difficult Onboarding / Low Adoption
SUB-207140,CUST-107140,Starter,Monthly,49.0,2025-07-31,2025-12-31,Churned,Difficult Onboarding / Low Adoption
SUB-207141,CUST-107141,Professional,Monthly,149.0,2024-08-08,2024-09-04,Churned,Missing Core Features
SUB-207142,CUST-107142,Professional,Monthly,149.0,2024-03-26,2025-05-11,Churned,Switched to Competitor
SUB-207143,CUST-107143,Professional,Monthly,149.0,2025-04-24,2025-11-06,Churned,Missing Core Features
SUB-207144,CUST-107144,Starter,Monthly,49.0,2025-09-04,2025-10-25,Churned,High Price / Budget Cuts
SUB-207145,CUST-107145,Professional,Annual,126.65,2024-09-19,,Active,
SUB-207146,CUST-107146,Professional,Monthly,149.0,2024-06-24,,Active,
SUB-207147,CUST-107147,Starter,Monthly,49.0,2024-12-12,,Active,
SUB-207148,CUST-107148,Starter,Monthly,49.0,2025-01-04,2025-03-27,Churned,Difficult Onboarding / Low Adoption
SUB-207149,CUST-107149,Starter,Monthly,49.0,2024-03-03,,Active,
SUB-207150,CUST-107150,Starter,Monthly,49.0,2025-06-24,2025-08-18,Churned,Switched to Competitor
SUB-207151,CUST-107151,Starter,Monthly,49.0,2025-05-16,2025-12-21,Churned,Business Closed / Downsized
SUB-207152,CUST-107152,Starter,Monthly,49.0,2025-04-07,2025-06-20,Churned,Poor Customer Support Experience
SUB-207153,CUST-107153,Starter,Monthly,49.0,2024-08-20,,Active,
SUB-207154,CUST-107154,Starter,Monthly,49.0,2024-02-11,2024-04-15,Churned,Difficult Onboarding / Low Adoption
SUB-207155,CUST-107155,Starter,Annual,41.65,2024-01-08,2024-07-02,Churned,Missing Core Features
SUB-207156,CUST-107156,Professional,Monthly,149.0,2025-09-01,2025-10-24,Churned,Missing Core Features
SUB-207157,CUST-107157,Starter,Monthly,49.0,2025-08-01,,Active,
SUB-207158,CUST-107158,Starter,Monthly,49.0,2024-01-12,,Active,
SUB-207159,CUST-107159,Professional,Annual,126.65,2024-09-18,,Active,
SUB-207160,CUST-107160,Starter,Monthly,49.0,2024-03-15,2024-07-09,Churned,High Price / Budget Cuts
SUB-207161,CUST-107161,Enterprise,Monthly,499.0,2024-02-12,2024-05-30,Churned,Business Closed / Downsized
SUB-207162,CUST-107162,Starter,Monthly,49.0,2024-10-06,,Active,
SUB-207163,CUST-107163,Professional,Annual,126.65,2024-02-20,,Active,
SUB-207164,CUST-107164,Starter,Monthly,49.0,2025-03-26,,Active,
SUB-207165,CUST-107165,Enterprise,Annual,424.15,2025-10-07,,Active,
SUB-207166,CUST-107166,Starter,Monthly,49.0,2024-02-27,2024-07-13,Churned,Switched to Competitor
SUB-207167,CUST-107167,Starter,Monthly,49.0,2025-07-10,2025-12-31,Churned,Business Closed / Downsized
SUB-207168,CUST-107168,Professional,Annual,126.65,2024-05-03,,Active,
SUB-207169,CUST-107169,Professional,Monthly,149.0,2024-10-07,2024-12-26,Churned,Poor Customer Support Experience
SUB-207170,CUST-107170,Starter,Annual,41.65,2025-02-15,2025-03-20,Churned,Difficult Onboarding / Low Adoption
SUB-207171,CUST-107171,Starter,Monthly,49.0,2024-05-12,,Active,
SUB-207172,CUST-107172,Professional,Monthly,149.0,2025-08-04,2025-10-08,Churned,Poor Customer Support Experience
SUB-207173,CUST-107173,Enterprise,Monthly,499.0,2025-05-09,,Active,
SUB-207174,CUST-107174,Starter,Monthly,49.0,2024-06-05,,Active,
SUB-207175,CUST-107175,Starter,Monthly,49.0,2024-08-23,2024-10-07,Churned,Difficult Onboarding / Low Adoption
SUB-207176,CUST-107176,Professional,Monthly,149.0,2024-05-19,2024-07-19,Churned,Switched to Competitor
SUB-207177,CUST-107177,Starter,Monthly,49.0,2024-12-27,,Active,
SUB-207178,CUST-107178,Starter,Monthly,49.0,2025-07-31,2025-12-31,Churned,Missing Core Features
SUB-207179,CUST-107179,Starter,Annual,41.65,2024-06-27,,Active,
SUB-207180,CUST-107180,Professional,Annual,126.65,2024-07-13,,Active,
SUB-207181,CUST-107181,Professional,Monthly,149.0,2025-10-04,2025-11-23,Churned,Switched to Competitor
SUB-207182,CUST-107182,Professional,Annual,126.65,2025-09-19,,Active,
SUB-207183,CUST-107183,Professional,Monthly,149.0,2025-09-12,2025-12-31,Churned,Business Closed / Downsized
SUB-207184,CUST-107184,Starter,Annual,41.65,2024-09-29,,Active,
SUB-207185,CUST-107185,Professional,Monthly,149.0,2025-02-06,,Active,
SUB-207186,CUST-107186,Starter,Annual,41.65,2025-07-20,2025-09-01,Churned,Business Closed / Downsized
SUB-207187,CUST-107187,Enterprise,Annual,424.15,2024-06-08,,Active,
SUB-207188,CUST-107188,Enterprise,Annual,424.15,2024-08-28,,Active,
SUB-207189,CUST-107189,Starter,Monthly,49.0,2024-02-27,2024-05-04,Churned,Missing Core Features
SUB-207190,CUST-107190,Starter,Monthly,49.0,2024-03-01,,Active,
SUB-207191,CUST-107191,Starter,Monthly,49.0,2024-07-19,,Active,
SUB-207192,CUST-107192,Enterprise,Monthly,499.0,2025-03-01,,Active,
SUB-207193,CUST-107193,Starter,Monthly,49.0,2024-07-05,2025-07-26,Churned,Missing Core Features
SUB-207194,CUST-107194,Starter,Monthly,49.0,2024-09-29,2024-11-19,Churned,Business Closed / Downsized
SUB-207195,CUST-107195,Enterprise,Monthly,499.0,2025-10-30,,Active,
SUB-207196,CUST-107196,Professional,Monthly,149.0,2024-03-27,2024-08-02,Churned,High Price / Budget Cuts
SUB-207197,CUST-107197,Starter,Monthly,49.0,2024-10-27,,Active,
SUB-207198,CUST-107198,Professional,Monthly,149.0,2024-03-23,,Active,
SUB-207199,CUST-107199,Enterprise,Monthly,499.0,2024-11-03,,Active,
SUB-207200,CUST-107200,Starter,Monthly,49.0,2025-10-01,2025-12-31,Churned,Poor Customer Support Experience
SUB-207201,CUST-107201,Professional,Annual,126.65,2025-10-19,,Active,
SUB-207202,CUST-107202,Starter,Monthly,49.0,2025-08-23,,Active,
SUB-207203,CUST-107203,Professional,Annual,126.65,2024-07-28,2024-12-14,Churned,Difficult Onboarding / Low Adoption
SUB-207204,CUST-107204,Enterprise,Monthly,499.0,2025-05-22,,Active,
SUB-207205,CUST-107205,Professional,Monthly,149.0,2024-01-03,2024-02-03,Churned,High Price / Budget Cuts
SUB-207206,CUST-107206,Professional,Monthly,149.0,2025-10-28,2025-12-31,Churned,Poor Customer Support Experience
SUB-207207,CUST-107207,Starter,Monthly,49.0,2025-08-05,2025-12-31,Churned,Poor Customer Support Experience
SUB-207208,CUST-107208,Starter,Monthly,49.0,2025-04-21,2025-12-31,Churned,Business Closed / Downsized
SUB-207209,CUST-107209,Starter,Monthly,49.0,2024-03-19,2024-04-29,Churned,High Price / Budget Cuts
SUB-207210,CUST-107210,Starter,Monthly,49.0,2024-11-03,2024-12-23,Churned,Difficult Onboarding / Low Adoption
SUB-207211,CUST-107211,Enterprise,Monthly,499.0,2025-01-28,2025-09-21,Churned,Poor Customer Support Experience
SUB-207212,CUST-107212,Professional,Monthly,149.0,2025-10-12,2025-12-31,Churned,Poor Customer Support Experience
SUB-207213,CUST-107213,Professional,Monthly,149.0,2025-08-27,2025-10-10,Churned,Difficult Onboarding / Low Adoption
SUB-207214,CUST-107214,Enterprise,Annual,424.15,2025-10-03,,Active,
SUB-207215,CUST-107215,Starter,Annual,41.65,2024-05-30,2025-01-11,Churned,Missing Core Features
SUB-207216,CUST-107216,Starter,Monthly,49.0,2025-10-05,2025-11-27,Churned,Missing Core Features
SUB-207217,CUST-107217,Starter,Monthly,49.0,2024-09-29,2025-01-22,Churned,Difficult Onboarding / Low Adoption
SUB-207218,CUST-107218,Enterprise,Annual,424.15,2024-06-17,,Active,
SUB-207219,CUST-107219,Professional,Monthly,149.0,2024-02-15,2024-03-07,Churned,High Price / Budget Cuts
SUB-207220,CUST-107220,Starter,Annual,41.65,2025-05-07,,Active,
SUB-207221,CUST-107221,Starter,Monthly,49.0,2025-06-07,,Active,
SUB-207222,CUST-107222,Professional,Annual,126.65,2025-07-21,,Active,
SUB-207223,CUST-107223,Professional,Annual,126.65,2024-10-29,,Active,
SUB-207224,CUST-107224,Professional,Monthly,149.0,2025-01-24,,Active,
SUB-207225,CUST-107225,Starter,Monthly,49.0,2024-09-24,2025-05-06,Churned,Poor Customer Support Experience
SUB-207226,CUST-107226,Starter,Monthly,49.0,2024-10-11,2024-12-30,Churned,High Price / Budget Cuts
SUB-207227,CUST-107227,Professional,Monthly,149.0,2024-08-16,2024-10-18,Churned,Poor Customer Support Experience
SUB-207228,CUST-107228,Starter,Monthly,49.0,2025-03-09,,Active,
SUB-207229,CUST-107229,Starter,Monthly,49.0,2024-11-25,,Active,
SUB-207230,CUST-107230,Starter,Monthly,49.0,2024-11-27,,Active,
SUB-207231,CUST-107231,Starter,Monthly,49.0,2025-05-16,,Active,
SUB-207232,CUST-107232,Starter,Monthly,49.0,2024-12-14,2025-01-23,Churned,Poor Customer Support Experience
SUB-207233,CUST-107233,Starter,Monthly,49.0,2025-10-18,2025-12-31,Churned,High Price / Budget Cuts
SUB-207234,CUST-107234,Starter,Monthly,49.0,2025-04-25,2025-06-26,Churned,Business Closed / Downsized
SUB-207235,CUST-107235,Starter,Annual,41.65,2025-09-11,,Active,
SUB-207236,CUST-107236,Starter,Monthly,49.0,2024-10-14,2024-11-10,Churned,Business Closed / Downsized
SUB-207237,CUST-107237,Professional,Monthly,149.0,2025-03-20,2025-12-31,Churned,Switched to Competitor
SUB-207238,CUST-107238,Starter,Annual,41.65,2025-10-09,2025-12-27,Churned,Difficult Onboarding / Low Adoption
SUB-207239,CUST-107239,Professional,Annual,126.65,2025-09-24,2025-11-10,Churned,Missing Core Features
SUB-207240,CUST-107240,Enterprise,Monthly,499.0,2025-02-06,,Active,
SUB-207241,CUST-107241,Starter,Monthly,49.0,2024-03-30,,Active,
SUB-207242,CUST-107242,Starter,Monthly,49.0,2024-05-20,2024-10-04,Churned,Business Closed / Downsized
SUB-207243,CUST-107243,Starter,Monthly,49.0,2024-01-24,2024-11-28,Churned,Missing Core Features
SUB-207244,CUST-107244,Starter,Monthly,49.0,2024-03-03,2024-03-28,Churned,Business Closed / Downsized
SUB-207245,CUST-107245,Professional,Monthly,149.0,2025-02-19,2025-09-26,Churned,Switched to Competitor
SUB-207246,CUST-107246,Custom Enterprise,Monthly,1199.0,2025-04-26,,Active,
SUB-207247,CUST-107247,Enterprise,Annual,424.15,2025-04-02,,Active,
SUB-207248,CUST-107248,Enterprise,Annual,424.15,2024-11-26,,Active,
SUB-207249,CUST-107249,Starter,Monthly,49.0,2024-12-27,2025-03-23,Churned,Difficult Onboarding / Low Adoption
SUB-207250,CUST-107250,Enterprise,Monthly,499.0,2024-12-04,,Active,
SUB-207251,CUST-107251,Enterprise,Monthly,499.0,2025-08-29,,Active,
SUB-207252,CUST-107252,Starter,Monthly,49.0,2024-06-22,2024-09-18,Churned,High Price / Budget Cuts
SUB-207253,CUST-107253,Professional,Monthly,149.0,2024-06-28,,Active,
SUB-207254,CUST-107254,Professional,Monthly,149.0,2024-12-01,2025-12-15,Churned,Poor Customer Support Experience
SUB-207255,CUST-107255,Starter,Monthly,49.0,2025-11-25,,Active,
SUB-207256,CUST-107256,Professional,Monthly,149.0,2024-03-02,2024-03-25,Churned,Poor Customer Support Experience
SUB-207257,CUST-107257,Starter,Annual,41.65,2024-01-01,,Active,
SUB-207258,CUST-107258,Starter,Monthly,49.0,2024-03-25,2024-05-20,Churned,Missing Core Features
SUB-207259,CUST-107259,Professional,Monthly,149.0,2025-04-26,2025-07-16,Churned,Poor Customer Support Experience
SUB-207260,CUST-107260,Starter,Annual,41.65,2024-07-25,,Active,
SUB-207261,CUST-107261,Starter,Annual,41.65,2024-12-07,2025-02-19,Churned,High Price / Budget Cuts
SUB-207262,CUST-107262,Starter,Monthly,49.0,2025-03-20,2025-05-03,Churned,Difficult Onboarding / Low Adoption
SUB-207263,CUST-107263,Starter,Monthly,49.0,2024-01-23,2024-03-23,Churned,Missing Core Features
SUB-207264,CUST-107264,Professional,Monthly,149.0,2024-03-11,,Active,
SUB-207265,CUST-107265,Starter,Monthly,49.0,2025-06-17,2025-09-24,Churned,Difficult Onboarding / Low Adoption
SUB-207266,CUST-107266,Starter,Monthly,49.0,2024-07-12,2024-08-20,Churned,Missing Core Features
SUB-207267,CUST-107267,Professional,Annual,126.65,2025-09-19,,Active,
SUB-207268,CUST-107268,Enterprise,Monthly,499.0,2024-09-08,,Active,
SUB-207269,CUST-107269,Starter,Monthly,49.0,2025-05-31,2025-06-15,Churned,Business Closed / Downsized
SUB-207270,CUST-107270,Starter,Monthly,49.0,2024-09-12,2025-12-31,Churned,Missing Core Features
SUB-207271,CUST-107271,Starter,Monthly,49.0,2025-11-24,,Active,
SUB-207272,CUST-107272,Professional,Monthly,149.0,2025-07-20,,Active,
SUB-207273,CUST-107273,Enterprise,Annual,424.15,2025-08-17,,Active,
SUB-207274,CUST-107274,Professional,Monthly,149.0,2025-02-27,2025-05-04,Churned,High Price / Budget Cuts
SUB-207275,CUST-107275,Starter,Annual,41.65,2025-03-02,,Active,
SUB-207276,CUST-107276,Starter,Monthly,49.0,2024-11-01,2024-11-17,Churned,Business Closed / Downsized
SUB-207277,CUST-107277,Enterprise,Annual,424.15,2025-05-31,,Active,
SUB-207278,CUST-107278,Professional,Monthly,149.0,2025-01-01,2025-04-03,Churned,Poor Customer Support Experience
SUB-207279,CUST-107279,Starter,Monthly,49.0,2025-01-25,2025-04-09,Churned,Missing Core Features
SUB-207280,CUST-107280,Professional,Monthly,149.0,2024-02-20,,Active,
SUB-207281,CUST-107281,Starter,Monthly,49.0,2024-07-12,2025-12-31,Churned,Poor Customer Support Experience
SUB-207282,CUST-107282,Starter,Monthly,49.0,2024-03-12,2024-08-14,Churned,Business Closed / Downsized
SUB-207283,CUST-107283,Professional,Monthly,149.0,2024-01-30,,Active,
SUB-207284,CUST-107284,Enterprise,Annual,424.15,2025-03-08,,Active,
SUB-207285,CUST-107285,Professional,Monthly,149.0,2024-05-06,2024-08-08,Churned,Poor Customer Support Experience
SUB-207286,CUST-107286,Enterprise,Annual,424.15,2024-06-09,,Active,
SUB-207287,CUST-107287,Starter,Monthly,49.0,2025-07-29,,Active,
